EMISSION_RECORD_ID,RECORD_DATE,SITE_ID,SUPPLIER_ID,EMISSION_SOURCE,POLLUTANT_NAME,EMISSION_QUANTITY,EMISSION_UNIT_OF_MEASURE_ID,PERMIT_LIMIT,IS_WITHIN_PERMIT_LIMIT_FLAG,MEASUREMENT_METHOD
1044,2023-11-27,,44,Facilities,CO2,351.04,4,398.39,True,Estimated
1045,2023-12-27,,44,Facilities,CO2,247.48,4,355.44,True,Direct Measurement
1046,2024-01-26,,44,Transportation,CO2,266.93,4,321.99,True,Calculated
1047,2024-02-25,,44,Facilities,CO2,96.27,4,134.62,True,Calculated
1048,2024-03-26,,44,Facilities,CO2,400.48,4,558.66,True,Calculated
1049,2024-04-25,,44,Manufacturing,CO2,69.8,4,94.66,True,Calculated
1050,2024-05-25,,44,Facilities,CO2,111.7,4,159.93,True,Direct Measurement
1051,2024-06-24,,44,Facilities,CO2,401.5,4,451.15,True,Direct Measurement
1052,2024-07-24,,44,Manufacturing,CO2,439.44,4,548.93,True,Direct Measurement
1053,2024-08-23,,44,Transportation,CO2,438.4,4,555.45,True,Direct Measurement
1054,2024-09-22,,44,Facilities,CO2,378.67,4,441.7,True,Direct Measurement
1055,2024-10-22,,44,Transportation,CO2,290.52,4,433.42,True,Estimated
1056,2024-11-21,,44,Manufacturing,CO2,456.08,4,590.14,True,Calculated
1057,2023-01-01,,45,Transportation,CO2,451.88,4,511.68,True,Direct Measurement
1058,2023-01-31,,45,Facilities,CO2,478.97,4,672.7,True,Direct Measurement
1059,2023-03-02,,45,Facilities,CO2,418.5,4,571.46,True,Estimated
1060,2023-04-01,,45,Facilities,CO2,396.8,4,461.46,True,Estimated
1061,2023-05-01,,45,Transportation,CO2,401.15,4,538.0,True,Direct Measurement
1062,2023-05-31,,45,Facilities,CO2,189.92,4,255.51,True,Direct Measurement
1063,2023-06-30,,45,Transportation,CO2,139.42,4,176.38,True,Direct Measurement
1064,2023-07-30,,45,Manufacturing,CO2,416.47,4,539.27,True,Estimated
1065,2023-08-29,,45,Manufacturing,CO2,50.86,4,58.85,True,Calculated
1066,2023-09-28,,45,Transportation,CO2,342.0,4,385.4,True,Estimated
1067,2023-10-28,,45,Manufacturing,CO2,387.37,4,501.06,True,Estimated
1068,2023-11-27,,45,Transportation,CO2,185.28,4,230.91,True,Estimated
1069,2023-12-27,,45,Manufacturing,CO2,383.32,4,563.1,True,Calculated
1070,2024-01-26,,45,Facilities,CO2,398.26,4,440.21,True,Estimated
1071,2024-02-25,,45,Manufacturing,CO2,255.09,4,364.2,True,Direct Measurement
1072,2024-03-26,,45,Transportation,CO2,262.62,4,342.93,True,Calculated
1073,2024-04-25,,45,Transportation,CO2,414.77,4,501.53,True,Calculated
1074,2024-05-25,,45,Manufacturing,CO2,95.17,4,104.82,True,Estimated
1075,2024-06-24,,45,Manufacturing,CO2,314.81,4,390.54,True,Calculated
1076,2024-07-24,,45,Facilities,CO2,486.12,4,697.31,True,Estimated
1077,2024-08-23,,45,Facilities,CO2,279.06,4,351.6,True,Estimated
1078,2024-09-22,,45,Facilities,CO2,151.92,4,168.64,True,Estimated
1079,2024-10-22,,45,Manufacturing,CO2,423.21,4,520.03,True,Calculated
1080,2024-11-21,,45,Transportation,CO2,410.52,4,515.57,True,Estimated
1081,2023-01-01,,46,Facilities,CO2,273.19,4,316.97,True,Estimated
1082,2023-01-31,,46,Manufacturing,CO2,228.61,4,324.5,True,Calculated
1083,2023-03-02,,46,Transportation,CO2,488.36,4,543.55,True,Direct Measurement
1084,2023-04-01,,46,Manufacturing,CO2,408.74,4,536.12,True,Estimated
1085,2023-05-01,,46,Facilities,CO2,112.78,4,165.91,True,Direct Measurement
1086,2023-05-31,,46,Facilities,CO2,271.54,4,403.77,True,Direct Measurement
1087,2023-06-30,,46,Facilities,CO2,480.18,4,613.43,True,Direct Measurement
1088,2023-07-30,,46,Transportation,CO2,205.54,4,269.76,True,Estimated
1089,2023-08-29,,46,Facilities,CO2,242.73,4,317.72,True,Estimated
1090,2023-09-28,,46,Transportation,CO2,234.37,4,322.84,True,Estimated
1091,2023-10-28,,46,Facilities,CO2,194.59,4,228.35,True,Direct Measurement
1092,2023-11-27,,46,Facilities,CO2,50.93,4,60.74,True,Direct Measurement
1093,2023-12-27,,46,Manufacturing,CO2,284.74,4,405.19,True,Direct Measurement
1094,2024-01-26,,46,Facilities,CO2,317.71,4,406.46,True,Calculated
1095,2024-02-25,,46,Transportation,CO2,129.32,4,159.85,True,Direct Measurement
1096,2024-03-26,,46,Manufacturing,CO2,378.49,4,434.58,True,Direct Measurement
1097,2024-04-25,,46,Facilities,CO2,278.25,4,353.11,True,Estimated
1098,2024-05-25,,46,Facilities,CO2,258.09,4,369.21,True,Direct Measurement
1099,2024-06-24,,46,Facilities,CO2,114.57,4,137.3,True,Calculated
1100,2024-07-24,,46,Facilities,CO2,230.79,4,317.03,True,Estimated
1101,2024-08-23,,46,Facilities,CO2,459.04,4,571.75,True,Estimated
1102,2024-09-22,,46,Transportation,CO2,337.79,4,400.21,True,Calculated
1103,2024-10-22,,46,Facilities,CO2,79.69,4,90.13,True,Calculated
1104,2024-11-21,,46,Facilities,CO2,473.63,4,639.09,True,Calculated
1105,2023-01-01,,47,Facilities,CO2,157.03,4,205.63,True,Estimated
1106,2023-01-31,,47,Transportation,CO2,367.88,4,500.19,True,Estimated
1107,2023-03-02,,47,Facilities,CO2,299.31,4,366.47,True,Estimated
1108,2023-04-01,,47,Transportation,CO2,380.79,4,503.02,True,Calculated
1109,2023-05-01,,47,Manufacturing,CO2,271.48,4,343.15,True,Calculated
1110,2023-05-31,,47,Transportation,CO2,476.82,4,612.99,True,Estimated
1111,2023-06-30,,47,Transportation,CO2,369.7,4,487.76,True,Calculated
1112,2023-07-30,,47,Facilities,CO2,83.98,4,101.36,True,Estimated
1113,2023-08-29,,47,Transportation,CO2,400.04,4,527.77,True,Estimated
1114,2023-09-28,,47,Facilities,CO2,343.54,4,497.4,True,Direct Measurement
1115,2023-10-28,,47,Manufacturing,CO2,405.1,4,498.64,True,Calculated
1116,2023-11-27,,47,Transportation,CO2,490.47,4,557.64,True,Estimated
1117,2023-12-27,,47,Facilities,CO2,296.18,4,388.71,True,Direct Measurement
1118,2024-01-26,,47,Transportation,CO2,490.44,4,706.78,True,Calculated
1119,2024-02-25,,47,Facilities,CO2,54.17,4,64.89,True,Direct Measurement
1120,2024-03-26,,47,Manufacturing,CO2,360.44,4,525.82,True,Calculated
1121,2024-04-25,,47,Facilities,CO2,231.89,4,325.69,True,Direct Measurement
1122,2024-05-25,,47,Transportation,CO2,452.48,4,500.67,True,Direct Measurement
1123,2024-06-24,,47,Facilities,CO2,178.23,4,251.85,True,Calculated
1124,2024-07-24,,47,Facilities,CO2,385.08,4,532.68,True,Calculated
1125,2024-08-23,,47,Manufacturing,CO2,112.84,4,134.23,True,Direct Measurement
1126,2024-09-22,,47,Facilities,CO2,126.2,4,152.96,True,Estimated
1127,2024-10-22,,47,Manufacturing,CO2,491.48,4,552.9,True,Estimated
1128,2024-11-21,,47,Transportation,CO2,247.95,4,346.0,True,Estimated
1129,2023-01-01,,48,Transportation,CO2,203.02,4,233.61,True,Estimated
1130,2023-01-31,,48,Transportation,CO2,130.37,4,166.29,True,Calculated
1131,2023-03-02,,48,Manufacturing,CO2,374.68,4,454.27,True,Estimated
1132,2023-04-01,,48,Transportation,CO2,185.13,4,212.01,True,Direct Measurement
1133,2023-05-01,,48,Manufacturing,CO2,69.14,4,79.95,True,Direct Measurement
1134,2023-05-31,,48,Transportation,CO2,71.81,4,81.99,True,Calculated
1135,2023-06-30,,48,Facilities,CO2,104.68,4,131.58,True,Calculated
1136,2023-07-30,,48,Manufacturing,CO2,185.29,4,223.51,True,Calculated
1137,2023-08-29,,48,Transportation,CO2,150.58,4,210.37,True,Calculated
1138,2023-09-28,,48,Manufacturing,CO2,326.65,4,365.24,True,Direct Measurement
1139,2023-10-28,,48,Facilities,CO2,415.85,4,586.64,True,Estimated
1140,2023-11-27,,48,Facilities,CO2,143.35,4,213.82,True,Calculated
1141,2023-12-27,,48,Facilities,CO2,343.47,4,430.44,True,Calculated
1142,2024-01-26,,48,Facilities,CO2,436.4,4,610.48,True,Estimated
1143,2024-02-25,,48,Transportation,CO2,419.52,4,622.22,True,Calculated
1144,2024-03-26,,48,Manufacturing,CO2,257.99,4,355.31,True,Estimated
1145,2024-04-25,,48,Manufacturing,CO2,441.98,4,587.54,True,Estimated
1146,2024-05-25,,48,Manufacturing,CO2,60.68,4,84.97,True,Calculated
1147,2024-06-24,,48,Manufacturing,CO2,192.03,4,287.62,True,Direct Measurement
1148,2024-07-24,,48,Transportation,CO2,412.8,4,462.46,True,Estimated
1149,2024-08-23,,48,Manufacturing,CO2,189.5,4,279.33,True,Direct Measurement
1150,2024-09-22,,48,Transportation,CO2,216.49,4,239.49,True,Calculated
1151,2024-10-22,,48,Transportation,CO2,494.85,4,547.06,True,Calculated
1152,2024-11-21,,48,Manufacturing,CO2,195.36,4,232.3,True,Estimated
1153,2023-01-01,,49,Facilities,CO2,158.59,4,236.16,True,Calculated
1154,2023-01-31,,49,Facilities,CO2,269.55,4,378.98,True,Direct Measurement
1155,2023-03-02,,49,Facilities,CO2,87.84,4,118.74,True,Calculated
1156,2023-04-01,,49,Facilities,CO2,222.92,4,265.22,True,Direct Measurement
1157,2023-05-01,,49,Facilities,CO2,433.95,4,587.75,True,Estimated
1158,2023-05-31,,49,Manufacturing,CO2,111.61,4,131.71,True,Calculated
1159,2023-06-30,,49,Transportation,CO2,105.57,4,152.94,True,Direct Measurement
1160,2023-07-30,,49,Facilities,CO2,415.68,4,479.22,True,Calculated
1161,2023-08-29,,49,Facilities,CO2,479.49,4,626.48,True,Estimated
1162,2023-09-28,,49,Facilities,CO2,148.55,4,169.78,True,Direct Measurement
1163,2023-10-28,,49,Transportation,CO2,409.44,4,533.53,True,Calculated
1164,2023-11-27,,49,Transportation,CO2,209.07,4,235.91,True,Estimated
1165,2023-12-27,,49,Facilities,CO2,390.65,4,440.13,True,Direct Measurement
1166,2024-01-26,,49,Facilities,CO2,399.13,4,520.94,True,Direct Measurement
1167,2024-02-25,,49,Transportation,CO2,386.04,4,431.08,True,Calculated
1168,2024-03-26,,49,Manufacturing,CO2,318.99,4,472.64,True,Estimated
1169,2024-04-25,,49,Manufacturing,CO2,472.3,4,666.11,True,Estimated
1170,2024-05-25,,49,Facilities,CO2,437.88,4,638.67,True,Direct Measurement
1171,2024-06-24,,49,Facilities,CO2,210.36,4,264.75,True,Direct Measurement
1172,2024-07-24,,49,Transportation,CO2,498.43,4,686.53,True,Direct Measurement
1173,2024-08-23,,49,Transportation,CO2,444.53,4,634.73,True,Calculated
1174,2024-09-22,,49,Facilities,CO2,82.39,4,95.13,True,Direct Measurement
1175,2024-10-22,,49,Transportation,CO2,396.32,4,480.47,True,Direct Measurement
1176,2024-11-21,,49,Manufacturing,CO2,326.5,4,483.08,True,Calculated
1177,2023-01-01,,50,Manufacturing,CO2,128.94,4,143.8,True,Calculated
1178,2023-01-31,,50,Facilities,CO2,142.37,4,170.13,True,Calculated
1179,2023-03-02,,50,Manufacturing,CO2,154.92,4,188.17,True,Direct Measurement
1180,2023-04-01,,50,Manufacturing,CO2,128.64,4,145.05,True,Estimated
1181,2023-05-01,,50,Facilities,CO2,282.92,4,328.57,True,Direct Measurement
1182,2023-05-31,,50,Facilities,CO2,378.78,4,426.7,True,Calculated
1183,2023-06-30,,50,Manufacturing,CO2,97.09,4,118.59,True,Calculated
1184,2023-07-30,,50,Manufacturing,CO2,235.65,4,338.31,True,Estimated
1185,2023-08-29,,50,Manufacturing,CO2,493.85,4,594.52,True,Estimated
1186,2023-09-28,,50,Facilities,CO2,252.5,4,373.18,True,Calculated
1187,2023-10-28,,50,Facilities,CO2,206.33,4,306.01,True,Calculated
1188,2023-11-27,,50,Transportation,CO2,324.25,4,468.18,True,Calculated
1189,2023-12-27,,50,Transportation,CO2,313.58,4,464.36,True,Calculated
1190,2024-01-26,,50,Transportation,CO2,204.31,4,250.32,True,Direct Measurement
1191,2024-02-25,,50,Manufacturing,CO2,455.4,4,629.1,True,Calculated
1192,2024-03-26,,50,Transportation,CO2,163.21,4,235.62,True,Calculated
1193,2024-04-25,,50,Transportation,CO2,125.4,4,165.94,True,Calculated
1194,2024-05-25,,50,Facilities,CO2,150.52,4,183.3,True,Estimated
1195,2024-06-24,,50,Manufacturing,CO2,183.56,4,272.21,True,Direct Measurement
1196,2024-07-24,,50,Facilities,CO2,80.81,4,108.25,True,Direct Measurement
1197,2024-08-23,,50,Manufacturing,CO2,431.71,4,577.28,True,Estimated
1198,2024-09-22,,50,Manufacturing,CO2,314.67,4,376.55,True,Estimated
1199,2024-10-22,,50,Manufacturing,CO2,319.75,4,382.11,True,Calculated
1200,2024-11-21,,50,Facilities,CO2,94.69,4,111.44,True,Direct Measurement
1201,2023-01-01,,51,Manufacturing,CO2,309.0,4,413.8,True,Calculated
1202,2023-01-31,,51,Transportation,CO2,176.78,4,248.06,True,Direct Measurement
1203,2023-03-02,,51,Manufacturing,CO2,287.19,4,373.36,True,Calculated
1204,2023-04-01,,51,Transportation,CO2,85.1,4,108.91,True,Estimated
1205,2023-05-01,,51,Manufacturing,CO2,240.29,4,302.41,True,Calculated
1206,2023-05-31,,51,Facilities,CO2,275.76,4,319.66,True,Calculated
1207,2023-06-30,,51,Transportation,CO2,388.35,4,474.21,True,Estimated
1208,2023-07-30,,51,Transportation,CO2,354.09,4,526.82,True,Direct Measurement
1209,2023-08-29,,51,Facilities,CO2,319.0,4,425.29,True,Calculated
1210,2023-09-28,,51,Manufacturing,CO2,385.5,4,449.32,True,Estimated
1211,2023-10-28,,51,Manufacturing,CO2,100.69,4,140.41,True,Direct Measurement
1212,2023-11-27,,51,Transportation,CO2,131.76,4,184.76,True,Calculated
1213,2023-12-27,,51,Transportation,CO2,168.23,4,231.51,True,Direct Measurement
1214,2024-01-26,,51,Manufacturing,CO2,346.79,4,442.54,True,Direct Measurement
1215,2024-02-25,,51,Manufacturing,CO2,202.42,4,294.57,True,Direct Measurement
1216,2024-03-26,,51,Transportation,CO2,487.13,4,644.34,True,Estimated
1217,2024-04-25,,51,Manufacturing,CO2,130.79,4,149.75,True,Estimated
1218,2024-05-25,,51,Transportation,CO2,119.91,4,153.11,True,Estimated
1219,2024-06-24,,51,Transportation,CO2,241.57,4,268.9,True,Direct Measurement
1220,2024-07-24,,51,Facilities,CO2,347.6,4,464.68,True,Direct Measurement
1221,2024-08-23,,51,Transportation,CO2,383.9,4,443.41,True,Direct Measurement
1222,2024-09-22,,51,Transportation,CO2,296.58,4,351.59,True,Estimated
1223,2024-10-22,,51,Facilities,CO2,360.01,4,440.42,True,Calculated
1224,2024-11-21,,51,Manufacturing,CO2,310.51,4,422.65,True,Estimated
1225,2023-01-01,,52,Facilities,CO2,440.45,4,619.88,True,Estimated
1226,2023-01-31,,52,Transportation,CO2,415.82,4,458.19,True,Direct Measurement
1227,2023-03-02,,52,Transportation,CO2,387.93,4,441.16,True,Estimated
1228,2023-04-01,,52,Facilities,CO2,329.03,4,416.46,True,Estimated
1229,2023-05-01,,52,Manufacturing,CO2,198.06,4,233.25,True,Estimated
1230,2023-05-31,,52,Facilities,CO2,163.96,4,206.41,True,Estimated
1231,2023-06-30,,52,Manufacturing,CO2,246.07,4,335.21,True,Direct Measurement
1232,2023-07-30,,52,Facilities,CO2,199.57,4,281.26,True,Estimated
1233,2023-08-29,,52,Transportation,CO2,378.34,4,539.44,True,Estimated
1234,2023-09-28,,52,Manufacturing,CO2,143.35,4,195.67,True,Direct Measurement
1235,2023-10-28,,52,Manufacturing,CO2,432.58,4,642.03,True,Calculated
1236,2023-11-27,,52,Facilities,CO2,100.64,4,112.27,True,Estimated
1237,2023-12-27,,52,Manufacturing,CO2,373.47,4,517.8,True,Estimated
1238,2024-01-26,,52,Manufacturing,CO2,342.9,4,488.74,True,Calculated
1239,2024-02-25,,52,Manufacturing,CO2,245.19,4,271.8,True,Calculated
1240,2024-03-26,,52,Transportation,CO2,175.51,4,224.44,True,Calculated
1241,2024-04-25,,52,Facilities,CO2,94.75,4,111.04,True,Direct Measurement
1242,2024-05-25,,52,Facilities,CO2,364.3,4,495.72,True,Estimated
1243,2024-06-24,,52,Manufacturing,CO2,300.81,4,389.01,True,Calculated
1244,2024-07-24,,52,Facilities,CO2,113.42,4,131.8,True,Direct Measurement
1245,2024-08-23,,52,Transportation,CO2,109.15,4,152.83,True,Direct Measurement
1246,2024-09-22,,52,Transportation,CO2,344.55,4,513.09,True,Calculated
1247,2024-10-22,,52,Manufacturing,CO2,351.35,4,476.64,True,Direct Measurement
1248,2024-11-21,,52,Facilities,CO2,433.64,4,499.54,True,Calculated
1249,2023-01-01,,53,Manufacturing,CO2,338.84,4,425.02,True,Estimated
1250,2023-01-31,,53,Manufacturing,CO2,427.49,4,501.02,True,Calculated
1251,2023-03-02,,53,Transportation,CO2,92.47,4,122.2,True,Direct Measurement
1252,2023-04-01,,53,Facilities,CO2,251.2,4,324.77,True,Direct Measurement
1253,2023-05-01,,53,Facilities,CO2,469.26,4,633.11,True,Direct Measurement
1254,2023-05-31,,53,Manufacturing,CO2,136.72,4,166.13,True,Calculated
1255,2023-06-30,,53,Manufacturing,CO2,353.9,4,511.25,True,Direct Measurement
1256,2023-07-30,,53,Facilities,CO2,190.69,4,238.8,True,Estimated
1257,2023-08-29,,53,Manufacturing,CO2,106.68,4,130.84,True,Calculated
1258,2023-09-28,,53,Transportation,CO2,94.41,4,117.87,True,Direct Measurement
1259,2023-10-28,,53,Facilities,CO2,389.4,4,564.0,True,Estimated
1260,2023-11-27,,53,Facilities,CO2,72.38,4,93.02,True,Calculated
1261,2023-12-27,,53,Facilities,CO2,343.08,4,491.39,True,Direct Measurement
1262,2024-01-26,,53,Manufacturing,CO2,343.56,4,383.27,True,Calculated
1263,2024-02-25,,53,Manufacturing,CO2,62.79,4,88.83,True,Calculated
1264,2024-03-26,,53,Facilities,CO2,267.72,4,380.0,True,Estimated
1265,2024-04-25,,53,Manufacturing,CO2,84.95,4,115.95,True,Calculated
1266,2024-05-25,,53,Transportation,CO2,190.2,4,259.42,True,Direct Measurement
1267,2024-06-24,,53,Transportation,CO2,65.94,4,80.17,True,Direct Measurement
1268,2024-07-24,,53,Transportation,CO2,58.53,4,84.97,True,Calculated
1269,2024-08-23,,53,Facilities,CO2,389.11,4,581.59,True,Direct Measurement
1270,2024-09-22,,53,Transportation,CO2,68.83,4,86.74,True,Estimated
1271,2024-10-22,,53,Transportation,CO2,342.94,4,412.64,True,Estimated
1272,2024-11-21,,53,Facilities,CO2,252.18,4,339.84,True,Calculated
1273,2023-01-01,,54,Manufacturing,CO2,268.23,4,318.61,True,Direct Measurement
1274,2023-01-31,,54,Transportation,CO2,257.95,4,355.54,True,Direct Measurement
1275,2023-03-02,,54,Manufacturing,CO2,183.07,4,255.15,True,Calculated
1276,2023-04-01,,54,Transportation,CO2,298.51,4,335.4,True,Calculated
1277,2023-05-01,,54,Facilities,CO2,377.45,4,531.37,True,Calculated
1278,2023-05-31,,54,Facilities,CO2,237.93,4,289.64,True,Calculated
1279,2023-06-30,,54,Manufacturing,CO2,272.13,4,357.49,True,Calculated
1280,2023-07-30,,54,Facilities,CO2,433.78,4,512.76,True,Estimated
1281,2023-08-29,,54,Transportation,CO2,276.57,4,357.78,True,Estimated
1282,2023-09-28,,54,Facilities,CO2,419.94,4,571.21,True,Estimated
1283,2023-10-28,,54,Transportation,CO2,92.82,4,125.1,True,Calculated
1284,2023-11-27,,54,Facilities,CO2,235.67,4,270.42,True,Direct Measurement
1285,2023-12-27,,54,Facilities,CO2,51.58,4,65.77,True,Estimated
1286,2024-01-26,,54,Manufacturing,CO2,330.31,4,438.03,True,Calculated
1287,2024-02-25,,54,Facilities,CO2,253.68,4,281.4,True,Calculated
1288,2024-03-26,,54,Manufacturing,CO2,51.71,4,61.01,True,Calculated
1289,2024-04-25,,54,Manufacturing,CO2,313.39,4,360.12,True,Direct Measurement
1290,2024-05-25,,54,Transportation,CO2,460.0,4,630.92,True,Calculated
1291,2024-06-24,,54,Transportation,CO2,93.69,4,111.86,True,Estimated
1292,2024-07-24,,54,Facilities,CO2,439.18,4,490.21,True,Direct Measurement
1293,2024-08-23,,54,Manufacturing,CO2,438.76,4,564.73,True,Estimated
1294,2024-09-22,,54,Transportation,CO2,461.77,4,606.77,True,Direct Measurement
1295,2024-10-22,,54,Transportation,CO2,159.83,4,230.5,True,Estimated
1296,2024-11-21,,54,Facilities,CO2,51.55,4,64.45,True,Calculated
1297,2023-01-01,,55,Manufacturing,CO2,193.63,4,269.9,True,Calculated
1298,2023-01-31,,55,Transportation,CO2,101.28,4,113.55,True,Direct Measurement
1299,2023-03-02,,55,Facilities,CO2,96.85,4,113.6,True,Direct Measurement
1300,2023-04-01,,55,Manufacturing,CO2,146.5,4,169.9,True,Estimated
1301,2023-05-01,,55,Manufacturing,CO2,264.62,4,294.57,True,Estimated
1302,2023-05-31,,55,Manufacturing,CO2,454.04,4,509.63,True,Estimated
1303,2023-06-30,,55,Facilities,CO2,476.24,4,653.29,True,Calculated
1304,2023-07-30,,55,Transportation,CO2,237.59,4,306.45,True,Estimated
1305,2023-08-29,,55,Manufacturing,CO2,382.76,4,442.11,True,Estimated
1306,2023-09-28,,55,Transportation,CO2,265.76,4,341.88,True,Estimated
1307,2023-10-28,,55,Facilities,CO2,106.5,4,136.03,True,Direct Measurement
1308,2023-11-27,,55,Manufacturing,CO2,265.66,4,380.68,True,Direct Measurement
1309,2023-12-27,,55,Manufacturing,CO2,139.25,4,188.85,True,Estimated
1310,2024-01-26,,55,Facilities,CO2,402.86,4,602.62,True,Calculated
1311,2024-02-25,,55,Facilities,CO2,426.5,4,632.38,True,Direct Measurement
1312,2024-03-26,,55,Facilities,CO2,169.94,4,191.79,True,Direct Measurement
1313,2024-04-25,,55,Manufacturing,CO2,397.06,4,473.58,True,Estimated
1314,2024-05-25,,55,Manufacturing,CO2,480.26,4,623.65,True,Estimated
1315,2024-06-24,,55,Manufacturing,CO2,240.07,4,322.53,True,Direct Measurement
1316,2024-07-24,,55,Transportation,CO2,191.57,4,241.72,True,Calculated
1317,2024-08-23,,55,Transportation,CO2,465.2,4,695.35,True,Direct Measurement
1318,2024-09-22,,55,Transportation,CO2,275.99,4,400.96,True,Estimated
1319,2024-10-22,,55,Manufacturing,CO2,110.22,4,156.12,True,Calculated
1320,2024-11-21,,55,Facilities,CO2,359.17,4,488.51,True,Estimated
1321,2023-01-01,,56,Manufacturing,CO2,160.31,4,181.57,True,Estimated
1322,2023-01-31,,56,Manufacturing,CO2,192.21,4,254.04,True,Estimated
1323,2023-03-02,,56,Facilities,CO2,81.57,4,92.94,True,Calculated
1324,2023-04-01,,56,Facilities,CO2,114.25,4,167.06,True,Direct Measurement
1325,2023-05-01,,56,Transportation,CO2,206.35,4,254.03,True,Calculated
1326,2023-05-31,,56,Facilities,CO2,229.21,4,294.97,True,Estimated
1327,2023-06-30,,56,Transportation,CO2,412.84,4,541.43,True,Estimated
1328,2023-07-30,,56,Facilities,CO2,216.77,4,293.81,True,Direct Measurement
1329,2023-08-29,,56,Facilities,CO2,358.92,4,499.83,True,Calculated
1330,2023-09-28,,56,Manufacturing,CO2,261.41,4,336.05,True,Estimated
1331,2023-10-28,,56,Manufacturing,CO2,76.85,4,86.3,True,Calculated
1332,2023-11-27,,56,Facilities,CO2,187.22,4,246.86,True,Estimated
1333,2023-12-27,,56,Transportation,CO2,277.7,4,382.18,True,Calculated
1334,2024-01-26,,56,Manufacturing,CO2,277.95,4,314.03,True,Direct Measurement
1335,2024-02-25,,56,Manufacturing,CO2,491.44,4,706.94,True,Direct Measurement
1336,2024-03-26,,56,Facilities,CO2,472.61,4,615.11,True,Calculated
1337,2024-04-25,,56,Facilities,CO2,226.62,4,301.38,True,Calculated
1338,2024-05-25,,56,Facilities,CO2,212.62,4,304.42,True,Estimated
1339,2024-06-24,,56,Transportation,CO2,164.98,4,223.45,True,Direct Measurement
1340,2024-07-24,,56,Transportation,CO2,93.91,4,118.13,True,Calculated
1341,2024-08-23,,56,Manufacturing,CO2,196.52,4,274.36,True,Calculated
1342,2024-09-22,,56,Transportation,CO2,284.78,4,357.72,True,Estimated
1343,2024-10-22,,56,Transportation,CO2,356.63,4,439.99,True,Calculated
1344,2024-11-21,,56,Transportation,CO2,437.2,4,588.56,True,Estimated
1345,2023-01-01,,57,Transportation,CO2,91.09,4,114.11,True,Estimated
1346,2023-01-31,,57,Manufacturing,CO2,367.39,4,548.09,True,Direct Measurement
1347,2023-03-02,,57,Manufacturing,CO2,208.12,4,242.22,True,Direct Measurement
1348,2023-04-01,,57,Facilities,CO2,186.91,4,211.68,True,Direct Measurement
1349,2023-05-01,,57,Manufacturing,CO2,399.75,4,550.64,True,Estimated
1350,2023-05-31,,57,Transportation,CO2,125.1,4,187.41,True,Direct Measurement
1351,2023-06-30,,57,Manufacturing,CO2,190.86,4,258.62,True,Direct Measurement
1352,2023-07-30,,57,Manufacturing,CO2,145.46,4,168.76,True,Direct Measurement
1353,2023-08-29,,57,Facilities,CO2,151.35,4,203.06,True,Estimated
1354,2023-09-28,,57,Facilities,CO2,305.49,4,385.91,True,Direct Measurement
1355,2023-10-28,,57,Facilities,CO2,185.28,4,235.64,True,Calculated
1356,2023-11-27,,57,Transportation,CO2,324.15,4,416.59,True,Calculated
1357,2023-12-27,,57,Manufacturing,CO2,351.97,4,412.9,True,Direct Measurement
1358,2024-01-26,,57,Manufacturing,CO2,275.88,4,373.84,True,Calculated
1359,2024-02-25,,57,Manufacturing,CO2,350.72,4,405.66,True,Calculated
1360,2024-03-26,,57,Manufacturing,CO2,302.1,4,387.64,True,Calculated
1361,2024-04-25,,57,Transportation,CO2,333.56,4,384.96,True,Direct Measurement
1362,2024-05-25,,57,Transportation,CO2,326.67,4,424.47,True,Direct Measurement
1363,2024-06-24,,57,Facilities,CO2,343.44,4,399.54,True,Direct Measurement
1364,2024-07-24,,57,Manufacturing,CO2,92.27,4,128.92,True,Direct Measurement
1365,2024-08-23,,57,Facilities,CO2,92.2,4,122.62,True,Estimated
1366,2024-09-22,,57,Facilities,CO2,446.52,4,498.95,True,Direct Measurement
1367,2024-10-22,,57,Facilities,CO2,448.1,4,582.4,True,Direct Measurement
1368,2024-11-21,,57,Transportation,CO2,71.65,4,81.46,True,Calculated
1369,2023-01-01,,58,Transportation,CO2,225.47,4,256.65,True,Estimated
1370,2023-01-31,,58,Transportation,CO2,140.4,4,188.7,True,Direct Measurement
1371,2023-03-02,,58,Manufacturing,CO2,72.15,4,90.37,True,Calculated
1372,2023-04-01,,58,Manufacturing,CO2,448.11,4,494.56,True,Calculated
1373,2023-05-01,,58,Facilities,CO2,203.4,4,278.32,True,Calculated
1374,2023-05-31,,58,Transportation,CO2,117.44,4,153.54,True,Direct Measurement
1375,2023-06-30,,58,Manufacturing,CO2,469.68,4,552.62,True,Estimated
1376,2023-07-30,,58,Facilities,CO2,458.51,4,586.43,True,Direct Measurement
1377,2023-08-29,,58,Facilities,CO2,206.28,4,293.98,True,Calculated
1378,2023-09-28,,58,Manufacturing,CO2,226.24,4,258.21,True,Estimated
1379,2023-10-28,,58,Transportation,CO2,111.19,4,148.19,True,Direct Measurement
1380,2023-11-27,,58,Facilities,CO2,463.71,4,641.76,True,Estimated
1381,2023-12-27,,58,Manufacturing,CO2,275.27,4,320.34,True,Estimated
1382,2024-01-26,,58,Facilities,CO2,402.69,4,443.95,True,Estimated
1383,2024-02-25,,58,Facilities,CO2,57.51,4,84.09,True,Direct Measurement
