PURCHASE_ORDER_ID,PURCHASE_ORDER_NUMBER,PURCHASE_ORDER_DATE,REVISION_NUMBER,SUPPLIER_ID,SUPPLIER_SITE_ID,BUYER_EMPLOYEE_ID,PURCHASE_ORDER_TYPE,PURCHASE_ORDER_STATUS,CURRENCY_ID,PAYMENT_TERMS,SHIPPING_TERMS,SHIP_TO_SITE_ID,SHIP_TO_LOCATION_ID,BILL_TO_ORGANIZATION_ID,TOTAL_PURCHASE_ORDER_VALUE,VENDOR_REFERENCE_NUMBER,ERP_SOURCE_SYSTEM,VALID_FROM_TIMESTAMP,VALID_TO_TIMESTAMP,IS_CURRENT_FLAG,CREATED_BY_USER,CREATED_TIMESTAMP,UPDATED_BY_USER,UPDATED_TIMESTAMP
4319,PO-SAP-00004319,2024-08-15,0,70,,8,CONTRACT,CANCELLED,1,NET30,CIF,6,,7,2935730.94,VR-00004319,SAP_CHINA,2024-08-15 00:00:00,,True,SYSTEM,2024-08-15 00:00:00,SYSTEM,2024-08-15 00:00:00
4320,PO-ORA-00004320,2023-10-25,0,171,,100,STANDARD,CANCELLED,3,NET60,CIF,1,,1,7762114.41,VR-00004320,ORACLE_DISTRIBUTION,2023-10-25 00:00:00,,True,SYSTEM,2023-10-25 00:00:00,SYSTEM,2023-10-25 00:00:00
4321,PO-EPI-00004321,2023-01-05,0,187,,97,CONTRACT,APPROVED,1,NET60,FOB,6,,7,9526689.6,VR-00004321,EPICOR_SITE_C,2023-01-05 00:00:00,,True,SYSTEM,2023-01-05 00:00:00,SYSTEM,2023-01-05 00:00:00
4322,PO-SAP-00004322,2024-05-27,0,94,,63,STANDARD,APPROVED,2,NET45,DDP,5,,1,9821137.96,VR-00004322,SAP_US_CENTRAL,2024-05-27 00:00:00,,True,SYSTEM,2024-05-27 00:00:00,SYSTEM,2024-05-27 00:00:00
4323,PO-CUS-00004323,2023-03-13,0,116,,91,STANDARD,CLOSED,1,NET30,EXW,3,,3,7716981.96,VR-00004323,CUSTOM_WMS_1,2023-03-13 00:00:00,,True,SYSTEM,2023-03-13 00:00:00,SYSTEM,2023-03-13 00:00:00
4324,PO-SAP-00004324,2024-01-27,0,195,,51,BLANKET,CLOSED,2,NET60,EXW,8,,7,516440.01,VR-00004324,SAP_CHINA,2024-01-27 00:00:00,,True,SYSTEM,2024-01-27 00:00:00,SYSTEM,2024-01-27 00:00:00
4325,PO-LEG-00004325,2024-10-07,0,49,,87,CONTRACT,CANCELLED,2,NET30,DDP,3,,5,3044250.36,VR-00004325,LEGACY_MAINFRAME,2024-10-07 00:00:00,,True,SYSTEM,2024-10-07 00:00:00,SYSTEM,2024-10-07 00:00:00
4326,PO-SAG-00004326,2023-08-28,0,97,,35,STANDARD,APPROVED,2,NET60,EXW,1,,7,3552448.31,VR-00004326,SAGE_OFFICE_1,2023-08-28 00:00:00,,True,SYSTEM,2023-08-28 00:00:00,SYSTEM,2023-08-28 00:00:00
4327,PO-SAP-00004327,2024-04-07,0,181,,14,CONTRACT,APPROVED,5,NET60,EXW,7,,5,400650.51,VR-00004327,SAP_SPAIN,2024-04-07 00:00:00,,True,SYSTEM,2024-04-07 00:00:00,SYSTEM,2024-04-07 00:00:00
4328,PO-LEG-00004328,2024-06-23,0,46,,16,STANDARD,APPROVED,2,NET30,EXW,7,,1,3707598.47,VR-00004328,LEGACY_MAINFRAME,2024-06-23 00:00:00,,True,SYSTEM,2024-06-23 00:00:00,SYSTEM,2024-06-23 00:00:00
4329,PO-INF-00004329,2023-07-06,0,132,,77,CONTRACT,APPROVED,5,NET30,DDP,4,,6,9109778.17,VR-00004329,INFOR_DIV_3,2023-07-06 00:00:00,,True,SYSTEM,2023-07-06 00:00:00,SYSTEM,2023-07-06 00:00:00
4330,PO-BIO-00004330,2024-07-10,0,200,,43,STANDARD,CLOSED,3,NET30,EXW,8,,1,1033169.16,VR-00004330,BIOFLOW_MANUFACTURING,2024-07-10 00:00:00,,True,SYSTEM,2024-07-10 00:00:00,SYSTEM,2024-07-10 00:00:00
4331,PO-SAG-00004331,2023-06-19,0,37,,43,BLANKET,APPROVED,2,NET30,DDP,5,,4,5498145.7,VR-00004331,SAGE_OFFICE_3,2023-06-19 00:00:00,,True,SYSTEM,2023-06-19 00:00:00,SYSTEM,2023-06-19 00:00:00
4332,PO-BAA-00004332,2023-03-17,0,173,,67,STANDARD,APPROVED,1,NET45,FOB,3,,1,11574033.29,VR-00004332,BAAN_PLANT_1,2023-03-17 00:00:00,,True,SYSTEM,2023-03-17 00:00:00,SYSTEM,2023-03-17 00:00:00
4333,PO-BIO-00004333,2023-12-10,0,59,,93,BLANKET,APPROVED,3,NET45,EXW,5,,3,6069522.07,VR-00004333,BIOFLOW_LAB_US,2023-12-10 00:00:00,,True,SYSTEM,2023-12-10 00:00:00,SYSTEM,2023-12-10 00:00:00
4334,PO-SAG-00004334,2023-06-10,0,104,,5,BLANKET,OPEN,5,NET45,EXW,8,,6,1596193.29,VR-00004334,SAGE_OFFICE_3,2023-06-10 00:00:00,,True,SYSTEM,2023-06-10 00:00:00,SYSTEM,2023-06-10 00:00:00
4335,PO-SAP-00004335,2023-12-01,0,161,,65,CONTRACT,CLOSED,2,NET30,FOB,8,,7,1890135.6,VR-00004335,SAP_FRANCE,2023-12-01 00:00:00,,True,SYSTEM,2023-12-01 00:00:00,SYSTEM,2023-12-01 00:00:00
4336,PO-JDE-00004336,2024-07-17,0,78,,71,BLANKET,OPEN,3,NET45,DDP,8,,1,3292336.89,VR-00004336,JDE_LEGACY_2,2024-07-17 00:00:00,,True,SYSTEM,2024-07-17 00:00:00,SYSTEM,2024-07-17 00:00:00
4337,PO-SAP-00004337,2024-02-03,0,57,,63,BLANKET,CANCELLED,3,NET30,FOB,3,,1,6035486.53,VR-00004337,SAP_KOREA,2024-02-03 00:00:00,,True,SYSTEM,2024-02-03 00:00:00,SYSTEM,2024-02-03 00:00:00
4338,PO-SAP-00004338,2023-07-09,0,189,,4,BLANKET,CANCELLED,2,NET45,DDP,3,,4,3055199.03,VR-00004338,SAP_US_EAST,2023-07-09 00:00:00,,True,SYSTEM,2023-07-09 00:00:00,SYSTEM,2023-07-09 00:00:00
4339,PO-BIO-00004339,2024-03-22,0,134,,85,CONTRACT,CANCELLED,1,NET60,DDP,2,,7,1957523.36,VR-00004339,BIOFLOW_MANUFACTURING,2024-03-22 00:00:00,,True,SYSTEM,2024-03-22 00:00:00,SYSTEM,2024-03-22 00:00:00
4340,PO-ORA-00004340,2023-01-11,0,124,,49,BLANKET,CANCELLED,2,NET60,DDP,3,,4,3086644.16,VR-00004340,ORACLE_EMEA_HQ,2023-01-11 00:00:00,,True,SYSTEM,2023-01-11 00:00:00,SYSTEM,2023-01-11 00:00:00
4341,PO-BIO-00004341,2023-02-11,0,117,,44,BLANKET,CANCELLED,1,NET45,CIF,8,,4,3712970.18,VR-00004341,BIOFLOW_LAB_EU,2023-02-11 00:00:00,,True,SYSTEM,2023-02-11 00:00:00,SYSTEM,2023-02-11 00:00:00
4342,PO-LEG-00004342,2024-02-09,0,170,,33,BLANKET,OPEN,1,NET60,FOB,4,,3,5408360.14,VR-00004342,LEGACY_AS400_2,2024-02-09 00:00:00,,True,SYSTEM,2024-02-09 00:00:00,SYSTEM,2024-02-09 00:00:00
4343,PO-DYN-00004343,2024-02-23,0,57,,57,CONTRACT,OPEN,1,NET45,EXW,1,,1,2878247.28,VR-00004343,DYNAMICS_NAV_1,2024-02-23 00:00:00,,True,SYSTEM,2024-02-23 00:00:00,SYSTEM,2024-02-23 00:00:00
4344,PO-ORA-00004344,2024-05-07,0,187,,31,BLANKET,APPROVED,2,NET60,DDP,4,,6,484021.97,VR-00004344,ORACLE_APAC_HQ,2024-05-07 00:00:00,,True,SYSTEM,2024-05-07 00:00:00,SYSTEM,2024-05-07 00:00:00
4345,PO-QAD-00004345,2024-06-11,0,159,,71,BLANKET,OPEN,1,NET30,DDP,4,,6,5781744.61,VR-00004345,QAD_FACILITY_1,2024-06-11 00:00:00,,True,SYSTEM,2024-06-11 00:00:00,SYSTEM,2024-06-11 00:00:00
4346,PO-BIO-00004346,2023-05-25,0,156,,34,CONTRACT,CLOSED,5,NET45,CIF,1,,3,8769867.07,VR-00004346,BIOFLOW_RESEARCH,2023-05-25 00:00:00,,True,SYSTEM,2023-05-25 00:00:00,SYSTEM,2023-05-25 00:00:00
4347,PO-NET-00004347,2023-04-17,0,131,,29,BLANKET,APPROVED,2,NET45,FOB,3,,2,4998614.51,VR-00004347,NETSUITE_SUBSIDIARY_2,2023-04-17 00:00:00,,True,SYSTEM,2023-04-17 00:00:00,SYSTEM,2023-04-17 00:00:00
4348,PO-JDE-00004348,2023-08-26,0,117,,10,BLANKET,APPROVED,1,NET60,CIF,2,,5,1039262.44,VR-00004348,JDE_LEGACY_3,2023-08-26 00:00:00,,True,SYSTEM,2023-08-26 00:00:00,SYSTEM,2023-08-26 00:00:00
4349,PO-JDE-00004349,2024-08-02,0,56,,36,STANDARD,CLOSED,2,NET30,CIF,1,,2,4627151.93,VR-00004349,JDE_LEGACY_2,2024-08-02 00:00:00,,True,SYSTEM,2024-08-02 00:00:00,SYSTEM,2024-08-02 00:00:00
4350,PO-NET-00004350,2024-03-01,0,91,,52,STANDARD,OPEN,5,NET30,EXW,7,,7,6769776.9,VR-00004350,NETSUITE_SUBSIDIARY_2,2024-03-01 00:00:00,,True,SYSTEM,2024-03-01 00:00:00,SYSTEM,2024-03-01 00:00:00
4351,PO-JDE-00004351,2024-08-02,0,23,,17,BLANKET,CANCELLED,2,NET60,CIF,7,,5,180548.16,VR-00004351,JDE_LEGACY_1,2024-08-02 00:00:00,,True,SYSTEM,2024-08-02 00:00:00,SYSTEM,2024-08-02 00:00:00
4352,PO-SAP-00004352,2024-09-20,0,14,,92,BLANKET,OPEN,5,NET45,EXW,8,,1,2761831.95,VR-00004352,SAP_US_WEST,2024-09-20 00:00:00,,True,SYSTEM,2024-09-20 00:00:00,SYSTEM,2024-09-20 00:00:00
4353,PO-BAA-00004353,2024-02-12,0,63,,93,STANDARD,APPROVED,5,NET45,CIF,5,,6,4539698.73,VR-00004353,BAAN_PLANT_3,2024-02-12 00:00:00,,True,SYSTEM,2024-02-12 00:00:00,SYSTEM,2024-02-12 00:00:00
4354,PO-JDE-00004354,2024-05-20,0,9,,47,STANDARD,CANCELLED,1,NET60,DDP,7,,5,2210815.77,VR-00004354,JDE_LEGACY_2,2024-05-20 00:00:00,,True,SYSTEM,2024-05-20 00:00:00,SYSTEM,2024-05-20 00:00:00
4355,PO-JDE-00004355,2024-08-01,0,136,,55,BLANKET,OPEN,5,NET45,CIF,1,,7,2978495.07,VR-00004355,JDE_LEGACY_2,2024-08-01 00:00:00,,True,SYSTEM,2024-08-01 00:00:00,SYSTEM,2024-08-01 00:00:00
4356,PO-CUS-00004356,2023-12-27,0,145,,35,BLANKET,CLOSED,5,NET60,FOB,7,,5,4735927.98,VR-00004356,CUSTOM_MES_1,2023-12-27 00:00:00,,True,SYSTEM,2023-12-27 00:00:00,SYSTEM,2023-12-27 00:00:00
4357,PO-SAP-00004357,2023-02-22,0,130,,58,STANDARD,CLOSED,3,NET45,DDP,4,,4,10941797.56,VR-00004357,SAP_FRANCE,2023-02-22 00:00:00,,True,SYSTEM,2023-02-22 00:00:00,SYSTEM,2023-02-22 00:00:00
4358,PO-ORA-00004358,2023-09-01,0,51,,78,BLANKET,CANCELLED,5,NET30,FOB,3,,1,7595823.43,VR-00004358,ORACLE_MANUFACTURING,2023-09-01 00:00:00,,True,SYSTEM,2023-09-01 00:00:00,SYSTEM,2023-09-01 00:00:00
4359,PO-SAP-00004359,2023-12-11,0,79,,30,BLANKET,CLOSED,5,NET60,CIF,8,,2,6709340.47,VR-00004359,SAP_UK,2023-12-11 00:00:00,,True,SYSTEM,2023-12-11 00:00:00,SYSTEM,2023-12-11 00:00:00
4360,PO-EPI-00004360,2024-05-18,0,77,,62,BLANKET,APPROVED,5,NET60,DDP,6,,3,9659799.07,VR-00004360,EPICOR_SITE_A,2024-05-18 00:00:00,,True,SYSTEM,2024-05-18 00:00:00,SYSTEM,2024-05-18 00:00:00
4361,PO-SAP-00004361,2023-09-20,0,13,,71,CONTRACT,CANCELLED,5,NET45,DDP,1,,2,1470128.62,VR-00004361,SAP_US_WEST,2023-09-20 00:00:00,,True,SYSTEM,2023-09-20 00:00:00,SYSTEM,2023-09-20 00:00:00
4362,PO-SAP-00004362,2023-06-30,0,86,,20,BLANKET,CLOSED,2,NET60,DDP,5,,1,1480777.74,VR-00004362,SAP_US_CENTRAL,2023-06-30 00:00:00,,True,SYSTEM,2023-06-30 00:00:00,SYSTEM,2023-06-30 00:00:00
4363,PO-ORA-00004363,2023-10-28,0,38,,79,CONTRACT,OPEN,5,NET30,FOB,2,,1,2288902.32,VR-00004363,ORACLE_DISTRIBUTION,2023-10-28 00:00:00,,True,SYSTEM,2023-10-28 00:00:00,SYSTEM,2023-10-28 00:00:00
4364,PO-BAA-00004364,2024-08-09,0,104,,72,BLANKET,CLOSED,1,NET45,FOB,4,,1,8564433.67,VR-00004364,BAAN_PLANT_2,2024-08-09 00:00:00,,True,SYSTEM,2024-08-09 00:00:00,SYSTEM,2024-08-09 00:00:00
4365,PO-SAP-00004365,2023-08-28,0,112,,6,BLANKET,CANCELLED,3,NET30,EXW,1,,1,3570054.6,VR-00004365,SAP_ITALY,2023-08-28 00:00:00,,True,SYSTEM,2023-08-28 00:00:00,SYSTEM,2023-08-28 00:00:00
4366,PO-SAP-00004366,2024-09-03,0,37,,62,CONTRACT,OPEN,3,NET60,FOB,7,,3,4951998.08,VR-00004366,SAP_CANADA,2024-09-03 00:00:00,,True,SYSTEM,2024-09-03 00:00:00,SYSTEM,2024-09-03 00:00:00
4367,PO-ORA-00004367,2023-07-26,0,165,,16,BLANKET,OPEN,2,NET30,CIF,8,,6,11835037.54,VR-00004367,ORACLE_DISTRIBUTION,2023-07-26 00:00:00,,True,SYSTEM,2023-07-26 00:00:00,SYSTEM,2023-07-26 00:00:00
4368,PO-SAP-00004368,2023-11-05,0,171,,37,STANDARD,CLOSED,5,NET30,EXW,2,,7,9706994.01,VR-00004368,SAP_KOREA,2023-11-05 00:00:00,,True,SYSTEM,2023-11-05 00:00:00,SYSTEM,2023-11-05 00:00:00
4369,PO-NET-00004369,2024-10-11,0,12,,93,STANDARD,APPROVED,2,NET45,FOB,2,,6,1772012.12,VR-00004369,NETSUITE_SUBSIDIARY_2,2024-10-11 00:00:00,,True,SYSTEM,2024-10-11 00:00:00,SYSTEM,2024-10-11 00:00:00
4370,PO-SAP-00004370,2024-01-28,0,187,,90,CONTRACT,CANCELLED,3,NET45,FOB,1,,5,7791588.99,VR-00004370,SAP_SPAIN,2024-01-28 00:00:00,,True,SYSTEM,2024-01-28 00:00:00,SYSTEM,2024-01-28 00:00:00
4371,PO-NET-00004371,2024-01-29,0,186,,56,BLANKET,OPEN,5,NET60,DDP,3,,7,707484.0,VR-00004371,NETSUITE_SUBSIDIARY_2,2024-01-29 00:00:00,,True,SYSTEM,2024-01-29 00:00:00,SYSTEM,2024-01-29 00:00:00
4372,PO-LEG-00004372,2023-03-30,0,95,,20,STANDARD,CANCELLED,1,NET30,FOB,3,,7,841915.41,VR-00004372,LEGACY_AS400_2,2023-03-30 00:00:00,,True,SYSTEM,2023-03-30 00:00:00,SYSTEM,2023-03-30 00:00:00
4373,PO-SAP-00004373,2024-04-24,0,145,,29,STANDARD,CANCELLED,1,NET30,EXW,4,,6,11474727.08,VR-00004373,SAP_US_CENTRAL,2024-04-24 00:00:00,,True,SYSTEM,2024-04-24 00:00:00,SYSTEM,2024-04-24 00:00:00
4374,PO-SAG-00004374,2023-01-01,0,56,,66,CONTRACT,CANCELLED,5,NET45,DDP,7,,7,8973561.61,VR-00004374,SAGE_OFFICE_1,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
4375,PO-SAP-00004375,2023-05-29,0,101,,24,CONTRACT,OPEN,1,NET30,DDP,3,,2,4177844.12,VR-00004375,SAP_US_CENTRAL,2023-05-29 00:00:00,,True,SYSTEM,2023-05-29 00:00:00,SYSTEM,2023-05-29 00:00:00
4376,PO-SAP-00004376,2024-07-16,0,143,,32,BLANKET,OPEN,2,NET30,FOB,5,,4,1274994.8,VR-00004376,SAP_JAPAN,2024-07-16 00:00:00,,True,SYSTEM,2024-07-16 00:00:00,SYSTEM,2024-07-16 00:00:00
4377,PO-DYN-00004377,2024-10-28,0,156,,16,BLANKET,CLOSED,2,NET45,CIF,1,,6,9761603.91,VR-00004377,DYNAMICS_NAV_1,2024-10-28 00:00:00,,True,SYSTEM,2024-10-28 00:00:00,SYSTEM,2024-10-28 00:00:00
4378,PO-LEG-00004378,2024-03-15,0,61,,42,BLANKET,APPROVED,1,NET30,CIF,5,,2,6028839.05,VR-00004378,LEGACY_AS400_2,2024-03-15 00:00:00,,True,SYSTEM,2024-03-15 00:00:00,SYSTEM,2024-03-15 00:00:00
4379,PO-SAP-00004379,2023-02-19,0,52,,20,CONTRACT,CANCELLED,3,NET45,CIF,2,,1,12026685.58,VR-00004379,SAP_UK,2023-02-19 00:00:00,,True,SYSTEM,2023-02-19 00:00:00,SYSTEM,2023-02-19 00:00:00
4380,PO-SAP-00004380,2024-05-13,0,22,,63,BLANKET,CANCELLED,3,NET30,CIF,5,,1,1508184.7,VR-00004380,SAP_GERMANY,2024-05-13 00:00:00,,True,SYSTEM,2024-05-13 00:00:00,SYSTEM,2024-05-13 00:00:00
4381,PO-JDE-00004381,2023-12-30,0,195,,10,CONTRACT,CLOSED,2,NET60,FOB,1,,6,3931121.36,VR-00004381,JDE_LEGACY_2,2023-12-30 00:00:00,,True,SYSTEM,2023-12-30 00:00:00,SYSTEM,2023-12-30 00:00:00
4382,PO-BAA-00004382,2024-06-15,0,19,,32,STANDARD,CANCELLED,5,NET30,DDP,2,,5,3663785.64,VR-00004382,BAAN_PLANT_2,2024-06-15 00:00:00,,True,SYSTEM,2024-06-15 00:00:00,SYSTEM,2024-06-15 00:00:00
4383,PO-DYN-00004383,2023-01-28,0,28,,79,CONTRACT,OPEN,5,NET60,EXW,8,,4,4600722.9,VR-00004383,DYNAMICS_NAV_2,2023-01-28 00:00:00,,True,SYSTEM,2023-01-28 00:00:00,SYSTEM,2023-01-28 00:00:00
4384,PO-SAP-00004384,2023-07-11,0,62,,93,STANDARD,APPROVED,2,NET60,CIF,1,,5,2414300.35,VR-00004384,SAP_KOREA,2023-07-11 00:00:00,,True,SYSTEM,2023-07-11 00:00:00,SYSTEM,2023-07-11 00:00:00
4385,PO-EPI-00004385,2024-05-20,0,7,,56,BLANKET,OPEN,5,NET60,DDP,5,,5,10112033.6,VR-00004385,EPICOR_SITE_A,2024-05-20 00:00:00,,True,SYSTEM,2024-05-20 00:00:00,SYSTEM,2024-05-20 00:00:00
4386,PO-LEG-00004386,2024-04-10,0,27,,83,CONTRACT,APPROVED,2,NET30,FOB,3,,6,6753828.06,VR-00004386,LEGACY_MAINFRAME,2024-04-10 00:00:00,,True,SYSTEM,2024-04-10 00:00:00,SYSTEM,2024-04-10 00:00:00
4387,PO-BAA-00004387,2024-01-13,0,92,,49,BLANKET,CLOSED,3,NET45,FOB,7,,2,5216815.71,VR-00004387,BAAN_PLANT_3,2024-01-13 00:00:00,,True,SYSTEM,2024-01-13 00:00:00,SYSTEM,2024-01-13 00:00:00
4388,PO-LEG-00004388,2024-03-18,0,96,,53,STANDARD,APPROVED,2,NET30,EXW,3,,4,8430050.95,VR-00004388,LEGACY_AS400_1,2024-03-18 00:00:00,,True,SYSTEM,2024-03-18 00:00:00,SYSTEM,2024-03-18 00:00:00
4389,PO-LEG-00004389,2024-01-18,0,48,,45,BLANKET,CLOSED,1,NET60,EXW,6,,7,13262553.64,VR-00004389,LEGACY_AS400_1,2024-01-18 00:00:00,,True,SYSTEM,2024-01-18 00:00:00,SYSTEM,2024-01-18 00:00:00
4390,PO-BIO-00004390,2023-03-01,0,186,,43,CONTRACT,OPEN,1,NET60,EXW,4,,7,6652342.08,VR-00004390,BIOFLOW_LAB_ASIA,2023-03-01 00:00:00,,True,SYSTEM,2023-03-01 00:00:00,SYSTEM,2023-03-01 00:00:00
4391,PO-ORA-00004391,2024-02-10,0,100,,47,BLANKET,CLOSED,1,NET60,EXW,1,,3,2301111.31,VR-00004391,ORACLE_APAC_HQ,2024-02-10 00:00:00,,True,SYSTEM,2024-02-10 00:00:00,SYSTEM,2024-02-10 00:00:00
4392,PO-ORA-00004392,2023-09-15,0,64,,95,BLANKET,CANCELLED,1,NET60,DDP,8,,5,3461082.65,VR-00004392,ORACLE_APAC_HQ,2023-09-15 00:00:00,,True,SYSTEM,2023-09-15 00:00:00,SYSTEM,2023-09-15 00:00:00
4393,PO-EPI-00004393,2023-11-22,0,85,,18,BLANKET,APPROVED,3,NET45,FOB,1,,5,8340892.08,VR-00004393,EPICOR_SITE_C,2023-11-22 00:00:00,,True,SYSTEM,2023-11-22 00:00:00,SYSTEM,2023-11-22 00:00:00
4394,PO-SAG-00004394,2024-05-21,0,138,,58,BLANKET,CLOSED,3,NET60,DDP,1,,1,7037766.48,VR-00004394,SAGE_OFFICE_2,2024-05-21 00:00:00,,True,SYSTEM,2024-05-21 00:00:00,SYSTEM,2024-05-21 00:00:00
4395,PO-SAP-00004395,2024-06-09,0,41,,58,CONTRACT,CANCELLED,1,NET45,CIF,4,,7,1365340.0,VR-00004395,SAP_US_WEST,2024-06-09 00:00:00,,True,SYSTEM,2024-06-09 00:00:00,SYSTEM,2024-06-09 00:00:00
4396,PO-BIO-00004396,2023-04-10,0,96,,96,STANDARD,OPEN,1,NET45,FOB,3,,1,15308780.49,VR-00004396,BIOFLOW_LAB_EU,2023-04-10 00:00:00,,True,SYSTEM,2023-04-10 00:00:00,SYSTEM,2023-04-10 00:00:00
4397,PO-SAP-00004397,2023-12-16,0,131,,42,CONTRACT,CANCELLED,2,NET45,EXW,2,,2,10923572.99,VR-00004397,SAP_GERMANY,2023-12-16 00:00:00,,True,SYSTEM,2023-12-16 00:00:00,SYSTEM,2023-12-16 00:00:00
4398,PO-SAP-00004398,2024-09-29,0,70,,27,BLANKET,APPROVED,1,NET60,DDP,7,,3,5792224.3,VR-00004398,SAP_FRANCE,2024-09-29 00:00:00,,True,SYSTEM,2024-09-29 00:00:00,SYSTEM,2024-09-29 00:00:00
4399,PO-SAP-00004399,2024-11-02,0,67,,35,BLANKET,CANCELLED,2,NET30,CIF,1,,4,2064396.75,VR-00004399,SAP_CHINA,2024-11-02 00:00:00,,True,SYSTEM,2024-11-02 00:00:00,SYSTEM,2024-11-02 00:00:00
4400,PO-ORA-00004400,2024-09-27,0,49,,13,CONTRACT,CLOSED,3,NET60,CIF,6,,6,5836865.21,VR-00004400,ORACLE_AMER_HQ,2024-09-27 00:00:00,,True,SYSTEM,2024-09-27 00:00:00,SYSTEM,2024-09-27 00:00:00
4401,PO-QAD-00004401,2023-05-28,0,160,,81,CONTRACT,CLOSED,3,NET30,CIF,7,,6,9534656.75,VR-00004401,QAD_FACILITY_1,2023-05-28 00:00:00,,True,SYSTEM,2023-05-28 00:00:00,SYSTEM,2023-05-28 00:00:00
4402,PO-DYN-00004402,2024-01-10,0,126,,59,BLANKET,APPROVED,2,NET45,CIF,4,,2,3825851.68,VR-00004402,DYNAMICS_AX_1,2024-01-10 00:00:00,,True,SYSTEM,2024-01-10 00:00:00,SYSTEM,2024-01-10 00:00:00
4403,PO-ORA-00004403,2023-03-26,0,29,,43,STANDARD,CANCELLED,1,NET30,FOB,7,,7,3081930.5,VR-00004403,ORACLE_DISTRIBUTION,2023-03-26 00:00:00,,True,SYSTEM,2023-03-26 00:00:00,SYSTEM,2023-03-26 00:00:00
4404,PO-EPI-00004404,2023-07-17,0,194,,57,BLANKET,CANCELLED,5,NET30,EXW,7,,3,1093643.42,VR-00004404,EPICOR_SITE_C,2023-07-17 00:00:00,,True,SYSTEM,2023-07-17 00:00:00,SYSTEM,2023-07-17 00:00:00
4405,PO-JDE-00004405,2024-06-14,0,120,,20,CONTRACT,CANCELLED,1,NET60,DDP,6,,5,4930071.1,VR-00004405,JDE_LEGACY_2,2024-06-14 00:00:00,,True,SYSTEM,2024-06-14 00:00:00,SYSTEM,2024-06-14 00:00:00
4406,PO-ORA-00004406,2024-05-08,0,132,,98,STANDARD,APPROVED,1,NET45,FOB,4,,2,1179587.55,VR-00004406,ORACLE_APAC_HQ,2024-05-08 00:00:00,,True,SYSTEM,2024-05-08 00:00:00,SYSTEM,2024-05-08 00:00:00
4407,PO-QAD-00004407,2023-05-12,0,179,,10,BLANKET,APPROVED,2,NET60,DDP,5,,4,671617.23,VR-00004407,QAD_FACILITY_1,2023-05-12 00:00:00,,True,SYSTEM,2023-05-12 00:00:00,SYSTEM,2023-05-12 00:00:00
4408,PO-SAP-00004408,2023-04-01,0,195,,8,CONTRACT,APPROVED,3,NET60,EXW,1,,4,12183476.33,VR-00004408,SAP_FRANCE,2023-04-01 00:00:00,,True,SYSTEM,2023-04-01 00:00:00,SYSTEM,2023-04-01 00:00:00
4409,PO-SAG-00004409,2023-10-30,0,4,,33,STANDARD,CLOSED,5,NET45,CIF,1,,6,8018595.97,VR-00004409,SAGE_OFFICE_2,2023-10-30 00:00:00,,True,SYSTEM,2023-10-30 00:00:00,SYSTEM,2023-10-30 00:00:00
4410,PO-SAP-00004410,2023-12-06,0,123,,92,BLANKET,CANCELLED,1,NET45,DDP,2,,4,2488931.06,VR-00004410,SAP_SPAIN,2023-12-06 00:00:00,,True,SYSTEM,2023-12-06 00:00:00,SYSTEM,2023-12-06 00:00:00
4411,PO-CUS-00004411,2024-01-08,0,2,,76,STANDARD,OPEN,5,NET45,FOB,8,,3,6964241.54,VR-00004411,CUSTOM_MES_1,2024-01-08 00:00:00,,True,SYSTEM,2024-01-08 00:00:00,SYSTEM,2024-01-08 00:00:00
4412,PO-SAP-00004412,2023-10-07,0,147,,56,BLANKET,OPEN,1,NET30,CIF,8,,6,6923889.05,VR-00004412,SAP_ITALY,2023-10-07 00:00:00,,True,SYSTEM,2023-10-07 00:00:00,SYSTEM,2023-10-07 00:00:00
4413,PO-SAP-00004413,2024-10-04,0,1,,54,CONTRACT,OPEN,2,NET45,EXW,6,,5,5954298.74,VR-00004413,SAP_US_WEST,2024-10-04 00:00:00,,True,SYSTEM,2024-10-04 00:00:00,SYSTEM,2024-10-04 00:00:00
4414,PO-QAD-00004414,2023-10-13,0,124,,69,BLANKET,OPEN,2,NET45,EXW,8,,6,7750818.04,VR-00004414,QAD_FACILITY_2,2023-10-13 00:00:00,,True,SYSTEM,2023-10-13 00:00:00,SYSTEM,2023-10-13 00:00:00
4415,PO-SAP-00004415,2023-04-26,0,98,,87,CONTRACT,APPROVED,1,NET60,EXW,2,,3,6984277.18,VR-00004415,SAP_UK,2023-04-26 00:00:00,,True,SYSTEM,2023-04-26 00:00:00,SYSTEM,2023-04-26 00:00:00
4416,PO-SAG-00004416,2023-08-07,0,92,,76,CONTRACT,CLOSED,1,NET30,EXW,8,,5,7501739.66,VR-00004416,SAGE_OFFICE_2,2023-08-07 00:00:00,,True,SYSTEM,2023-08-07 00:00:00,SYSTEM,2023-08-07 00:00:00
4417,PO-DYN-00004417,2023-06-22,0,98,,63,STANDARD,CANCELLED,1,NET45,CIF,7,,1,15311909.96,VR-00004417,DYNAMICS_NAV_2,2023-06-22 00:00:00,,True,SYSTEM,2023-06-22 00:00:00,SYSTEM,2023-06-22 00:00:00
