SCORECARD_ID,SUPPLIER_ID,EVALUATION_DATE,QUALITY_SCORE,DELIVERY_SCORE,PRICE_SCORE,RESPONSIVENESS_SCORE,OVERALL_SCORE,LEAD_TIME_VARIANCE_DAYS,INVOICE_ACCURACY_PCT
1090,90,2025-04-25,100,99.82,100,100,99.95,5.95,99.06
1091,91,2025-04-25,64.58,39.55,43.88,39.91,48.2,1.65,93.82
1092,92,2025-04-25,77.71,71.24,76.55,60.46,72.89,5.63,92.4
1093,93,2025-04-25,100,86.77,88.87,93.96,92.34,4.64,90.79
1094,94,2025-04-25,93.1,92.33,77.68,100,90.05,4.07,97.34
1095,95,2025-04-25,79.32,89.47,86.62,89.77,85.76,1.77,92.23
1096,96,2025-04-25,71.61,68.4,49.52,74.49,65.56,1.13,99.39
1097,97,2025-04-25,100,100,94.25,100,98.56,0.09,94.84
1098,98,2025-04-25,76.04,76.1,70.85,69.75,73.81,4.25,96.91
1099,99,2025-04-25,100,100,100,97.3,99.59,1.93,93.57
1100,100,2025-04-25,86.84,85.41,65.46,94.25,82.18,0.09,96.74
1101,101,2025-04-25,56.61,70.59,61.57,81.33,65.75,0.01,92.79
1102,102,2025-04-25,89.15,89.98,63.78,100,84.68,1.44,99.25
1103,103,2025-04-25,92.11,75.85,79.34,77.08,81.78,1.21,94.74
1104,104,2025-04-25,55.91,64.67,58.54,42.19,57.14,0.13,96.7
1105,105,2025-04-25,88.72,72.16,84.56,80.32,81.45,4.32,99.81
1106,106,2025-04-25,50.58,60.23,40.28,61.22,52.5,1.76,94.65
1107,107,2025-04-25,73.0,65.5,51.17,73.59,65.38,2.07,94.0
1108,108,2025-04-25,100,100,100,100,100.0,1.92,93.33
1109,109,2025-04-25,100,72.77,64.76,94.24,82.16,3.22,97.03
1110,110,2025-04-25,81.22,90.27,61.95,81.82,79.21,2.69,92.23
1111,111,2025-04-25,77.2,53.21,89.93,88.5,74.88,0.27,97.21
1112,112,2025-04-25,100,100,71.49,100,92.87,4.61,91.18
1113,113,2025-04-25,100,89.77,100,80.67,94.03,1.28,98.03
1114,114,2025-04-25,69.31,48.71,48.39,62.26,56.84,6.7,93.67
1115,115,2025-04-25,100,92.07,78.26,80.64,89.28,2.72,96.75
1116,116,2025-04-25,67.34,58.22,60.6,73.16,63.79,3.4,98.1
1117,117,2025-04-25,91.5,74.78,56.78,80.99,76.23,2.64,100
1118,118,2025-04-25,73.65,67.34,65.1,70.78,69.19,0.71,94.34
1119,119,2025-04-25,91.33,69.88,52.08,86.71,74.39,0.4,93.37
1120,120,2025-04-25,99.19,93.53,71.24,98.88,90.46,1.92,99.75
1121,121,2025-04-25,91.71,84.35,72.62,96.58,85.46,2.01,100
1122,122,2025-04-25,89.08,80.26,66.9,85.39,80.34,2.81,90.86
1123,123,2025-04-25,87.72,79.9,85.58,95.27,85.97,0.98,98.37
1124,124,2025-04-25,99.32,74.5,75.84,82.19,83.43,1.64,100
1125,125,2025-04-25,94.46,75.14,65.08,79.44,79.07,1.9,97.86
1126,126,2025-04-25,99.37,79.39,74.47,86.64,85.24,0.31,96.16
1127,127,2025-04-25,69.27,56.47,62.58,72.17,64.19,2.7,95.77
1128,128,2025-04-25,100,100,100,93.83,99.07,3.54,100
1129,129,2025-04-25,76.94,63.31,84.93,68.95,73.65,4.62,96.04
1130,130,2025-04-25,58.15,43.58,48.37,60.22,51.65,1.91,97.6
1131,131,2025-04-25,80.01,59.38,55.35,61.91,64.94,5.04,97.82
1132,132,2025-04-25,100,68.61,99.32,83.05,87.87,0.41,95.59
1133,133,2025-04-25,99.4,99.84,99.62,89.1,98.04,1.51,94.33
1134,134,2025-04-25,97.27,84.96,97.06,87.38,92.04,3.36,97.35
1135,135,2025-04-25,71.69,59.97,59.49,70.92,65.01,6.67,94.59
1136,136,2025-04-25,70.91,51.39,36.67,70.2,56.39,0.42,95.13
1137,137,2025-04-25,92.66,83.73,74.72,84.78,84.31,2.07,91.95
1138,138,2025-04-25,69.72,45.58,58.09,64.19,58.74,0.26,92.69
1139,139,2025-04-25,54.61,55.0,50.62,52.51,53.42,0.13,97.39
1140,140,2025-04-25,81.44,85.45,58.1,57.75,73.26,4.15,96.06
1141,141,2025-04-25,72.86,64.27,55.34,66.52,64.95,2.55,95.84
1142,142,2025-04-25,62.93,56.88,61.76,67.12,61.45,2.44,97.01
1143,143,2025-04-25,98.2,79.12,60.63,82.29,80.7,0.36,94.17
1144,144,2025-04-25,74.48,53.01,55.35,62.18,61.41,0.22,96.38
1145,145,2025-04-25,86.92,67.14,85.09,80.42,79.55,7.85,100
1146,146,2025-04-25,87.61,82.31,72.75,96.97,83.71,0.45,94.97
1147,147,2025-04-25,76.95,66.69,69.65,77.4,72.12,0.03,96.39
1148,148,2025-04-25,100,100,100,100,100.0,0.95,96.2
1149,149,2025-04-25,100,97.74,80.55,100,94.46,0.16,95.92
1150,150,2025-04-25,75.94,59.89,58.98,65.44,65.31,0.44,97.48
1151,151,2025-04-25,87.32,85.49,81.9,75.0,83.57,4.52,97.72
1152,152,2025-04-25,61.37,67.75,52.16,61.13,60.95,1.04,97.96
1153,153,2025-04-25,71.47,57.21,72.05,77.34,68.22,3.56,93.94
1154,154,2025-04-25,62.92,83.66,55.26,65.48,67.61,1.77,98.52
1155,155,2025-04-25,88.25,82.02,84.44,79.01,84.04,7.15,98.65
1156,156,2025-04-25,96.84,91.13,80.29,92.46,90.33,3.76,97.95
1157,157,2025-04-25,85.88,71.69,56.63,74.97,72.67,2.34,95.68
1158,158,2025-04-25,87.85,95.26,73.94,79.09,85.28,4.17,95.36
1159,159,2025-04-25,100,75.94,74.2,80.6,83.42,1.88,95.94
1160,160,2025-04-25,51.16,47.45,50.86,55.32,50.6,3.36,92.28
1161,161,2025-04-25,100,100,88.59,88.79,95.47,3.72,98.98
1162,162,2025-04-25,79.27,70.33,67.1,79.98,73.65,0.46,95.35
1163,163,2025-04-25,78.66,82.58,99.35,89.1,86.57,1.83,96.73
1164,164,2025-04-25,98.43,85.99,75.47,91.71,87.95,3.37,100
1165,165,2025-04-25,81.73,63.1,88.16,81.67,77.74,1.87,99.24
1166,166,2025-04-25,95.18,80.94,63.7,94.22,82.89,0.68,94.45
1167,167,2025-04-25,94.76,89.37,57.7,57.72,78.32,3.23,99.74
1168,168,2025-04-25,49.79,47.77,63.51,79.03,57.0,0.88,96.85
1169,169,2025-04-25,67.75,60.14,70.76,74.37,67.21,0.66,94.29
1170,170,2025-04-25,40.27,68.95,66.47,63.72,58.94,1.44,94.49
1171,171,2025-04-25,73.51,54.29,88.81,72.31,71.39,1.54,95.39
1172,172,2025-04-25,60.98,50.06,47.84,38.04,50.98,3.29,100
1173,173,2025-04-25,67.76,55.49,52.96,77.59,61.85,4.45,100
1174,174,2025-04-25,48.88,74.8,73.19,69.65,65.85,3.43,96.23
1175,175,2025-04-25,64.21,72.44,47.76,67.71,63.09,0.2,94.39
1176,176,2025-04-25,88.15,38.12,69.07,58.68,63.95,0.92,94.04
1177,177,2025-04-25,100,100,96.58,96.41,98.61,3.75,100
1178,178,2025-04-25,100,91.05,100,100,97.31,4.17,90.48
1179,179,2025-04-25,75.61,63.55,54.9,85.46,68.29,1.29,97.15
1180,180,2025-04-25,59.79,72.28,80.11,66.26,69.59,1.18,93.68
1181,181,2025-04-25,55.98,48.31,50.21,69.17,54.21,0.06,96.87
1182,182,2025-04-25,54.43,60.49,75.8,76.51,64.9,0.64,99.85
1183,183,2025-04-25,67.67,65.27,55.19,67.51,63.8,0.32,98.16
1184,184,2025-04-25,74.38,86.27,64.13,82.86,76.66,3.0,98.27
1185,185,2025-04-25,69.91,75.5,57.5,39.79,63.97,5.87,92.62
1186,186,2025-04-25,78.63,69.58,60.71,35.51,64.97,1.78,96.27
1187,187,2025-04-25,86.26,87.41,69.43,79.66,81.41,1.86,96.86
1188,188,2025-04-25,58.2,54.92,59.77,58.52,57.65,0.89,96.55
1189,189,2025-04-25,78.52,64.98,51.65,67.14,66.03,6.85,94.12
1190,190,2025-04-25,74.52,86.0,47.85,80.26,72.16,4.25,94.91
1191,191,2025-04-25,85.0,70.93,61.82,88.17,75.46,0.61,97.59
1192,192,2025-04-25,74.81,77.14,67.71,67.1,72.58,1.62,94.02
1193,193,2025-04-25,73.37,67.7,68.74,82.77,71.92,3.64,95.21
1194,194,2025-04-25,68.24,87.16,64.87,82.68,75.24,3.3,91.09
1195,195,2025-04-25,82.81,85.15,93.48,73.38,84.76,0.85,93.46
1196,196,2025-04-25,91.35,64.67,70.79,100,79.5,4.67,95.41
1197,197,2025-04-25,86.73,87.56,87.78,80.59,86.32,1.47,94.3
1198,198,2025-04-25,44.88,67.04,39.83,66.9,53.57,4.84,99.6
1199,199,2025-04-25,96.08,78.22,84.61,100,88.44,6.36,96.27
1200,200,2025-04-25,56.05,56.98,53.73,72.97,58.29,0.37,92.8
1201,1,2025-07-24,75.13,80.77,69.15,83.66,76.61,2.83,98.44
1202,2,2025-07-24,76.59,58.31,55.93,64.66,64.15,2.35,99.16
1203,3,2025-07-24,99.73,83.08,56.77,73.32,80.03,0.84,99.27
1204,4,2025-07-24,68.5,61.97,45.16,62.68,59.83,2.8,94.32
1205,5,2025-07-24,98.71,90.15,99.3,84.13,94.1,4.73,94.34
1206,6,2025-07-24,78.64,85.44,73.48,100,82.59,1.09,97.44
1207,7,2025-07-24,65.07,52.14,58.78,52.55,57.74,8.12,90.33
1208,8,2025-07-24,82.22,74.88,100,77.69,83.78,3.2,88.61
1209,9,2025-07-24,72.94,82.75,52.91,81.38,72.14,1.69,90.33
1210,10,2025-07-24,79.78,79.89,77.83,58.39,76.12,3.48,92.18
1211,11,2025-07-24,100,100,100,100,100.0,1.1,97.91
1212,12,2025-07-24,97.54,89.92,100,86.65,94.24,0.53,93.0
1213,13,2025-07-24,79.85,77.13,57.18,56.54,69.87,4.2,96.39
1214,14,2025-07-24,98.51,88.04,96.87,56.97,88.73,1.34,94.69
1215,15,2025-07-24,96.48,73.38,70.89,81.98,80.98,2.09,97.78
1216,16,2025-07-24,90.85,90.68,72.73,100,87.64,7.03,96.75
1217,17,2025-07-24,100,100,100,100,100.0,2.42,100
1218,18,2025-07-24,61.04,52.79,37.24,75.09,54.72,1.21,98.47
1219,19,2025-07-24,100,95.72,100,100,98.72,5.79,97.17
1220,20,2025-07-24,73.22,61.04,39.69,81.74,62.46,5.85,99.33
1221,21,2025-07-24,96.35,90.39,84.01,100,92.02,2.78,92.32
1222,22,2025-07-24,65.05,68.95,74.7,79.88,70.86,0.78,98.57
1223,23,2025-07-24,53.1,63.71,64.7,75.64,62.57,3.43,95.17
1224,24,2025-07-24,52.07,51.34,30,40.55,44.61,0.14,97.29
1225,25,2025-07-24,100,87.86,100,81.86,93.64,3.63,94.21
1226,26,2025-07-24,63.19,67.99,50.4,66.32,61.9,1.11,92.56
1227,27,2025-07-24,86.36,58.5,66.75,66.95,70.19,0.03,98.57
1228,28,2025-07-24,96.12,97.83,76.83,96.44,91.86,1.0,94.11
1229,29,2025-07-24,59.85,55.79,56.3,48.69,56.07,3.76,93.0
1230,30,2025-07-24,84.38,87.31,76.83,77.89,82.4,0.74,96.51
1231,31,2025-07-24,100,100,82.91,92.64,94.63,0.68,95.79
1232,32,2025-07-24,99.48,74.66,85.82,95.77,88.06,2.13,96.27
1233,33,2025-07-24,88.9,96.71,83.61,92.11,90.4,0.73,98.55
1234,34,2025-07-24,72.79,44.31,60.7,69.09,60.67,1.03,95.16
1235,35,2025-07-24,86.08,88.78,76.14,79.82,83.47,5.99,99.58
1236,36,2025-07-24,79.3,83.09,95.68,93.21,86.62,1.65,97.81
1237,37,2025-07-24,91.55,68.18,70.46,73.86,76.61,0.22,96.9
1238,38,2025-07-24,74.01,92.56,64.01,70.14,76.49,2.65,91.46
1239,39,2025-07-24,84.63,80.14,65.52,75.93,77.2,0.04,93.27
1240,40,2025-07-24,76.02,46.19,57.14,67.6,61.09,2.8,97.28
1241,41,2025-07-24,37.6,32.94,30,30,33.16,2.26,97.73
1242,42,2025-07-24,72.47,82.62,50.31,75.9,70.49,3.4,100
1243,43,2025-07-24,80.78,66.14,96.2,97.53,82.75,5.36,94.45
1244,44,2025-07-24,83.76,85.39,81.44,89.11,84.47,8.74,91.63
1245,45,2025-07-24,79.64,64.3,51.93,79.8,68.13,1.13,97.78
1246,46,2025-07-24,100,99.73,85.02,100,96.17,3.4,95.03
1247,47,2025-07-24,96.44,80.04,61.41,90.67,81.89,1.58,99.84
1248,48,2025-07-24,72.71,78.62,77.28,72.39,75.58,4.82,97.32
1249,49,2025-07-24,72.58,72.85,63.53,54.16,67.64,2.78,99.12
1250,50,2025-07-24,54.08,60.24,32.54,46.69,49.43,1.74,95.43
1251,51,2025-07-24,66.58,56.52,46.3,60.36,57.56,0.95,94.57
1252,52,2025-07-24,56.17,46.93,67.03,37.93,53.38,0.8,98.54
1253,53,2025-07-24,68.41,81.63,73.81,87.28,76.56,5.19,93.99
1254,54,2025-07-24,68.79,80.19,40.73,48.78,62.2,2.69,99.69
1255,55,2025-07-24,72.96,84.5,69.48,76.49,76.08,0.79,100
1256,56,2025-07-24,100,100,99.23,100,99.81,1.34,97.27
1257,57,2025-07-24,50.29,54.28,55.16,59.18,54.04,4.33,92.74
1258,58,2025-07-24,68.63,79.94,42.03,64.69,64.78,3.51,100
1259,59,2025-07-24,39.15,45.96,56.7,59.31,48.61,2.34,94.58
1260,60,2025-07-24,58.15,53.54,46.91,56.8,53.75,5.1,96.11
1261,61,2025-07-24,84.58,100,52.57,71.4,79.23,5.15,100
1262,62,2025-07-24,75.7,59.73,82.49,72.51,72.13,5.09,94.07
1263,63,2025-07-24,69.77,60.33,48.04,65.36,60.84,2.94,95.87
1264,64,2025-07-24,94.8,95.84,69.81,68.69,84.95,5.45,92.26
1265,65,2025-07-24,99.69,93.81,94.11,100,96.58,4.48,96.63
1266,66,2025-07-24,75.37,69.58,62.47,60.24,68.14,2.92,95.58
1267,67,2025-07-24,100,98.89,90.76,90.46,95.93,4.51,94.67
1268,68,2025-07-24,83.78,70.55,58.78,80.6,73.08,2.26,96.91
1269,69,2025-07-24,81.49,72.57,68.3,74.74,74.51,0.44,96.73
1270,70,2025-07-24,53.27,51.84,60.62,72.09,57.5,3.9,93.46
1271,71,2025-07-24,100,96.93,90.79,97.54,96.41,3.07,95.19
1272,72,2025-07-24,66.34,76.78,55.18,69.09,67.09,3.4,99.35
1273,73,2025-07-24,100,92.34,90.89,99.81,95.4,3.35,93.33
1274,74,2025-07-24,81.29,84.63,67.12,80.48,78.63,3.78,97.67
1275,75,2025-07-24,61.41,63.52,70.83,60.77,64.3,2.34,93.38
1276,76,2025-07-24,79.97,52.44,43.19,75.36,61.83,3.43,91.4
1277,77,2025-07-24,81.08,55.93,46.85,57.68,61.47,1.52,95.74
1278,78,2025-07-24,60.0,67.15,60.07,68.92,63.5,0.88,98.55
1279,79,2025-07-24,69.32,55.35,52.16,53.47,58.46,5.74,97.87
1280,80,2025-07-24,97.94,100,69.34,82.93,89.16,0.24,96.53
1281,81,2025-07-24,59.09,62.91,66.91,76.77,64.84,3.17,95.37
1282,82,2025-07-24,93.26,100,100,100,97.98,5.88,96.52
1283,83,2025-07-24,89.18,61.95,59.17,88.45,73.4,0.8,92.38
1284,84,2025-07-24,73.71,68.54,85.36,66.27,73.95,2.84,95.95
1285,85,2025-07-24,60.26,60.88,72.15,54.64,62.57,1.57,93.5
1286,86,2025-07-24,86.56,63.42,69.74,73.27,73.42,0.4,94.62
1287,87,2025-07-24,66.76,57.76,43.93,65.74,58.2,2.55,89.18
1288,88,2025-07-24,78.78,90.75,63.08,74.52,77.81,0.44,94.59
1289,89,2025-07-24,90.4,82.38,77.86,94.82,85.52,0.91,97.79
1290,90,2025-07-24,77.38,66.09,69.12,77.71,71.98,1.39,96.81
1291,91,2025-07-24,89.75,73.77,70.7,100,81.73,0.19,93.42
1292,92,2025-07-24,95.43,95.99,82.64,69.93,88.58,0.12,96.23
1293,93,2025-07-24,100,89.22,98.15,81.46,93.52,1.14,94.02
1294,94,2025-07-24,81.75,64.27,53.21,68.4,67.37,2.75,98.89
1295,95,2025-07-24,68.19,68.84,68.3,91.24,71.87,3.67,98.66
1296,96,2025-07-24,100,100,100,100,100.0,1.52,94.07
1297,97,2025-07-24,67.75,78.72,45.42,76.43,66.76,0.39,94.35
1298,98,2025-07-24,82.83,74.46,96.31,93.23,85.25,1.76,95.46
1299,99,2025-07-24,90.45,55.56,68.23,68.49,71.13,7.27,93.41
1300,100,2025-07-24,95.49,89.05,86.99,86.53,90.09,3.07,100
1301,101,2025-07-24,74.46,62.08,37.48,56.26,58.77,3.39,93.28
1302,102,2025-07-24,92.0,90.03,85.88,84.39,88.74,4.46,95.27
1303,103,2025-07-24,78.14,66.13,66.58,73.71,70.98,2.46,96.64
1304,104,2025-07-24,76.94,65.94,65.82,58.74,68.13,0.6,91.8
1305,105,2025-07-24,59.59,53.99,54.85,74.34,58.94,4.74,92.86
1306,106,2025-07-24,87.01,82.07,94.57,77.03,85.92,4.36,98.59
1307,107,2025-07-24,90.63,83.92,62.56,65.57,77.84,1.46,89.96
1308,108,2025-07-24,89.88,100,61.65,93.07,86.34,1.1,98.66
1309,109,2025-07-24,99.81,70.56,71.57,67.15,79.08,1.12,100
1310,110,2025-07-24,37.19,31.44,60.28,63.39,45.17,0.39,94.27
1311,111,2025-07-24,66.94,75.12,55.74,52.98,64.5,3.11,93.73
1312,112,2025-07-24,79.7,88.98,85.9,78.46,83.85,1.5,93.15
1313,113,2025-07-24,100,97.46,60.17,100,89.28,2.02,92.48
1314,114,2025-07-24,52.69,58.86,63.46,44.98,56.08,1.73,89.12
1315,115,2025-07-24,77.73,74.67,52.21,49.31,66.17,1.71,99.73
1316,116,2025-07-24,53.08,59.94,52.96,43.29,53.64,3.17,96.93
1317,117,2025-07-24,59.77,71.5,47.77,59.88,60.31,0.31,90.32
1318,118,2025-07-24,63.75,68.56,42.91,55.76,58.79,0.02,98.11
1319,119,2025-07-24,61.99,64.19,61.82,62.19,62.64,2.27,97.03
1320,120,2025-07-24,80.01,58.55,58.51,68.73,66.51,4.61,97.37
1321,121,2025-07-24,85.13,77.81,67.77,76.69,77.33,3.78,97.44
1322,122,2025-07-24,78.26,89.79,76.61,77.13,81.14,2.12,94.01
1323,123,2025-07-24,99.61,73.32,61.51,78.87,79.09,2.11,96.18
1324,124,2025-07-24,68.28,80.65,77.0,74.46,75.1,3.55,97.35
1325,125,2025-07-24,66.54,61.07,47.94,65.3,60.06,3.19,94.92
1326,126,2025-07-24,93.12,87.93,82.25,100,89.88,3.89,95.82
1327,127,2025-07-24,93.14,80.13,81.64,99.99,87.39,3.76,90.9
1328,128,2025-07-24,66.77,80.1,54.35,70.53,68.23,0.97,89.46
1329,129,2025-07-24,71.75,62.08,83.41,63.61,70.54,3.5,99.28
1330,130,2025-07-24,100,75.71,100,100,92.71,2.41,99.25
1331,131,2025-07-24,43.19,60.18,42.01,31.11,46.18,4.81,100
1332,132,2025-07-24,74.03,73.77,61.68,77.48,71.38,2.0,97.33
1333,133,2025-07-24,59.81,58.2,38.42,64.59,54.7,3.69,98.97
1334,134,2025-07-24,93.02,77.48,79.85,67.9,81.3,3.16,96.77
1335,135,2025-07-24,94.84,70.38,74.31,93.32,82.14,2.42,96.02
1336,136,2025-07-24,62.13,41.63,59.79,55.9,54.46,2.79,90.79
1337,137,2025-07-24,92.42,100,79.09,78.57,89.29,0.85,96.48
1338,138,2025-07-24,91.36,74.13,78.5,85.77,82.13,2.14,95.32
1339,139,2025-07-24,71.83,92.91,81.46,80.98,81.93,3.03,94.54
1340,140,2025-07-24,74.73,67.4,66.7,78.7,71.12,6.86,98.41
1341,141,2025-07-24,76.07,66.55,66.77,53.51,67.5,2.13,99.33
1342,142,2025-07-24,80.86,65.05,72.73,77.08,73.52,0.53,94.03
1343,143,2025-07-24,88.48,66.52,68.31,67.19,73.66,0.52,87.31
1344,144,2025-07-24,49.81,55.09,38.53,34.54,46.28,0.98,96.02
1345,145,2025-07-24,100,100,88.52,100,97.13,0.9,100
1346,146,2025-07-24,43.92,49.79,45.33,38.25,45.18,1.2,96.55
1347,147,2025-07-24,88.58,85.76,78.58,75.41,83.26,1.01,97.66
1348,148,2025-07-24,71.22,71.72,48.65,63.11,64.51,6.17,95.29
1349,149,2025-07-24,89.33,85.48,62.45,78.85,79.88,2.54,95.97
1350,150,2025-07-24,80.36,69.08,82.62,84.87,78.22,2.42,100
1351,151,2025-07-24,79.02,68.92,61.78,57.41,68.44,5.06,91.86
1352,152,2025-07-24,61.97,58.01,47.89,34.76,53.18,2.07,97.67
1353,153,2025-07-24,100,100,96.88,91.22,97.9,3.89,98.11
1354,154,2025-07-24,54.82,44.2,32.15,50.39,45.3,4.37,94.18
1355,155,2025-07-24,60.39,58.49,30,50.03,50.67,1.69,95.61
1356,156,2025-07-24,57.93,72.81,61.35,82.14,66.88,3.56,96.17
1357,157,2025-07-24,75.93,61.03,31.08,63.56,58.39,0.29,96.92
1358,158,2025-07-24,100,100,99.74,100,99.93,2.2,94.63
1359,159,2025-07-24,91.05,80.82,63.6,68.5,77.74,4.28,100
1360,160,2025-07-24,70.27,68.9,56.99,55.72,64.36,0.12,95.42
1361,161,2025-07-24,79.52,86.58,64.33,91.31,79.61,0.51,94.64
1362,162,2025-07-24,56.6,71.41,58.6,52.68,60.95,0.34,96.54
1363,163,2025-07-24,66.97,60.25,38.14,50.5,55.28,2.96,92.96
1364,164,2025-07-24,56.8,58.08,56.52,56.96,57.14,1.13,93.59
1365,165,2025-07-24,77.13,50.19,61.3,68.11,63.74,3.93,100
1366,166,2025-07-24,93.73,100,80.97,90.29,91.91,2.87,94.15
1367,167,2025-07-24,91.15,56.87,67.22,88.18,74.44,0.81,95.43
1368,168,2025-07-24,77.52,60.38,62.26,87.63,70.08,0.79,94.99
1369,169,2025-07-24,64.19,31.67,48.98,61.88,50.28,0.67,100
1370,170,2025-07-24,100,100,100,100,100.0,0.48,96.05
1371,171,2025-07-24,100,97.13,81.37,86.25,92.42,1.43,96.78
1372,172,2025-07-24,99.99,100,98.88,100,99.72,2.13,98.02
1373,173,2025-07-24,75.22,69.07,65.37,69.37,70.03,2.42,92.02
1374,174,2025-07-24,100,100,97.97,100,99.49,0.58,93.55
1375,175,2025-07-24,89.39,67.91,79.03,79.59,78.89,0.89,93.86
1376,176,2025-07-24,52.55,45.59,46.96,49.42,48.59,0.28,95.87
1377,177,2025-07-24,41.66,51.56,55.88,66.05,51.84,2.7,91.99
1378,178,2025-07-24,55.83,57.63,34.36,52.61,50.52,1.63,96.03
1379,179,2025-07-24,91.09,85.58,62.72,75.24,79.97,5.42,92.2
1380,180,2025-07-24,84.02,79.16,52.23,64.78,71.73,1.13,100
1381,181,2025-07-24,96.31,83.84,84.47,89.81,88.63,0.09,92.77
1382,182,2025-07-24,92.71,86.91,100,100,93.89,1.66,92.92
1383,183,2025-07-24,100,94.62,77.1,99.17,92.54,2.92,95.27
1384,184,2025-07-24,64.75,86.03,74.58,72.2,74.71,0.12,97.26
1385,185,2025-07-24,69.57,48.26,61.39,60.51,59.77,1.47,100
1386,186,2025-07-24,78.83,83.83,64.82,59.51,73.93,0.4,95.91
1387,187,2025-07-24,90.82,89.83,58.07,72.2,79.54,0.35,99.46
1388,188,2025-07-24,79.02,68.98,83.28,86.17,78.14,0.2,94.0
1389,189,2025-07-24,100,100,76.35,94.34,93.24,2.93,96.31
1390,190,2025-07-24,85.98,87.14,71.26,76.04,81.16,3.72,91.57
1391,191,2025-07-24,60.78,58.84,42.3,56.79,54.98,1.04,95.01
1392,192,2025-07-24,82.19,83.65,56.03,65.44,73.57,2.42,95.49
1393,193,2025-07-24,82.59,75.9,36.24,53.44,64.62,0.6,93.81
1394,194,2025-07-24,60.41,59.37,55.92,36.45,55.38,2.19,93.1
1395,195,2025-07-24,58.52,42.94,44.14,49.25,48.86,2.78,97.2
1396,196,2025-07-24,76.48,95.42,70.65,85.7,82.09,0.48,95.49
1397,197,2025-07-24,100,94.93,78.08,100,93.0,1.3,91.88
1398,198,2025-07-24,77.02,80.07,62.7,80.29,74.85,1.8,91.34
1399,199,2025-07-24,62.17,84.05,51.38,75.8,68.08,1.14,93.5
1400,200,2025-07-24,100,100,100,100,100.0,1.01,95.88
1401,1,2025-10-22,76.0,74.91,79.73,87.93,78.4,3.82,95.64
1402,2,2025-10-22,100,86.72,73.91,79.18,86.37,1.87,89.38
1403,3,2025-10-22,70.38,80.34,77.01,55.68,72.82,3.64,100
1404,4,2025-10-22,98.48,94.82,73.44,88.91,89.69,4.6,93.99
1405,5,2025-10-22,98.16,81.44,68.35,85.2,83.75,3.55,96.95
1406,6,2025-10-22,100,100,91.96,100,97.99,2.12,90.71
1407,7,2025-10-22,61.57,58.44,62.59,59.24,60.54,3.47,98.91
1408,8,2025-10-22,87.92,69.09,61.14,59.4,71.3,3.65,95.32
1409,9,2025-10-22,88.4,98.47,100,100,96.06,0.97,99.06
1410,10,2025-10-22,97.96,73.04,66.29,94.86,82.1,3.5,96.35
1411,11,2025-10-22,79.64,73.32,54.49,63.13,68.98,4.91,92.93
1412,12,2025-10-22,100,100,95.91,100,98.98,6.06,95.88
1413,13,2025-10-22,83.6,80.25,63.98,59.05,74.0,2.3,99.6
1414,14,2025-10-22,63.67,58.63,56.85,69.44,61.32,2.74,97.99
1415,15,2025-10-22,93.8,81.8,66.46,81.96,81.59,6.94,97.64
1416,16,2025-10-22,86.37,70.2,76.05,72.19,76.81,8.01,95.91
1417,17,2025-10-22,78.71,73.66,72.65,76.95,75.42,0.41,95.66
1418,18,2025-10-22,87.39,88.44,97.64,100,92.16,7.06,94.69
1419,19,2025-10-22,81.56,64.72,93.64,81.96,79.59,1.89,94.34
1420,20,2025-10-22,100,81.34,71.89,83.61,84.91,0.59,91.89
1421,21,2025-10-22,82.44,57.24,67.51,76.86,70.31,5.88,98.37
1422,22,2025-10-22,92.75,100,84.2,75.2,90.15,1.48,92.87
1423,23,2025-10-22,94.08,96.49,75.68,97.14,90.66,0.32,100
1424,24,2025-10-22,71.06,70.76,46.19,61.63,63.34,0.83,92.21
1425,25,2025-10-22,69.17,63.58,75.96,88.0,72.01,9.44,90.69
1426,26,2025-10-22,94.36,50.56,52.01,83.98,69.08,2.58,94.4
1427,27,2025-10-22,78.31,86.08,52.67,80.29,74.53,3.61,92.33
1428,28,2025-10-22,78.52,83.82,96.93,93.66,86.98,2.41,92.84
1429,29,2025-10-22,80.16,82.57,64.09,66.65,74.84,0.93,95.33
1430,30,2025-10-22,92.52,89.04,67.46,65.39,81.14,2.82,94.68
1431,31,2025-10-22,60.82,84.17,72.11,68.7,71.83,2.57,96.86
1432,32,2025-10-22,81.08,77.93,50.36,86.51,73.27,0.23,89.32
1433,33,2025-10-22,66.57,74.21,62.33,84.32,70.46,1.42,97.77
1434,34,2025-10-22,72.5,66.97,64.34,66.11,67.84,0.76,91.03
1435,35,2025-10-22,89.75,65.98,72.39,84.02,77.42,5.42,90.37
1436,36,2025-10-22,100,97.6,69.41,93.85,90.71,3.07,98.85
1437,37,2025-10-22,93.41,78.4,66.11,99.2,82.95,0.13,100
1438,38,2025-10-22,70.16,59.75,64.92,78.55,66.99,1.61,94.38
1439,39,2025-10-22,71.17,84.97,46.41,86.73,71.45,1.48,100
1440,40,2025-10-22,91.6,89.01,85.76,92.59,89.51,2.72,94.54
1441,41,2025-10-22,68.77,77.85,72.08,74.28,73.15,1.79,94.18
1442,42,2025-10-22,80.55,79.09,62.45,100,78.51,0.27,92.65
1443,43,2025-10-22,50.94,37.99,46.56,47.09,45.38,0.05,98.74
1444,44,2025-10-22,65.21,75.41,60.3,65.82,67.13,5.17,97.64
