DEMAND_ACTUAL_ID,PRODUCT_ID,SITE_ID,DEMAND_DATE,ACTUAL_QUANTITY,ACTUAL_UNIT_OF_MEASURE_ID,DEMAND_SOURCE
8630,91,6,2023-03-25,205,1,Project
8631,434,7,2023-11-25,229,1,MRO
8632,160,5,2023-03-21,325,1,Stock
8633,448,1,2023-06-04,107,1,Project
8634,235,7,2023-03-01,282,1,Project
8635,454,3,2023-07-28,449,1,Production
8636,460,5,2024-05-08,201,1,Stock
8637,186,6,2023-02-07,251,1,Production
8638,163,1,2023-08-21,444,1,Project
8639,404,5,2024-01-25,461,1,Production
8640,52,2,2024-06-24,173,1,Stock
8641,267,8,2023-05-19,76,1,Project
8642,352,6,2024-11-21,63,1,Production
8643,260,7,2023-01-07,155,1,MRO
8644,371,7,2023-11-13,59,1,MRO
8645,296,1,2023-03-17,283,1,Stock
8646,392,5,2023-07-11,427,1,MRO
8647,173,1,2024-04-10,284,1,MRO
8648,387,8,2024-02-28,136,1,Stock
8649,40,6,2024-07-13,71,1,Stock
8650,262,1,2023-10-13,217,1,MRO
8651,95,4,2024-07-14,8,1,Production
8652,121,6,2024-05-24,41,1,Project
8653,464,4,2023-04-29,414,1,Project
8654,165,5,2024-04-29,204,1,Production
8655,425,8,2023-06-15,299,1,Stock
8656,12,3,2023-07-04,338,1,MRO
8657,39,5,2024-03-15,377,1,Production
8658,278,7,2024-06-14,211,1,MRO
8659,35,6,2024-07-17,312,1,Stock
8660,9,2,2024-03-22,149,1,Project
8661,182,2,2023-07-29,86,1,Stock
8662,484,4,2024-03-24,423,1,Project
8663,291,7,2023-11-09,345,1,Stock
8664,263,8,2024-09-30,309,1,Project
8665,307,3,2023-02-25,200,1,Project
8666,198,3,2024-02-29,465,1,Stock
8667,196,4,2023-09-29,347,1,Stock
8668,479,6,2023-01-24,84,1,Project
8669,301,2,2023-05-24,248,1,MRO
8670,307,6,2023-12-21,312,1,Stock
8671,422,7,2023-06-09,260,1,MRO
8672,58,2,2024-03-16,382,1,MRO
8673,256,7,2024-08-02,336,1,Project
8674,36,1,2023-06-22,444,1,Project
8675,144,2,2024-08-18,109,1,Production
8676,75,7,2023-06-15,212,1,Project
8677,230,8,2024-11-11,361,1,Project
8678,183,2,2023-11-02,150,1,Stock
8679,448,8,2024-06-28,450,1,Production
8680,118,8,2023-06-24,181,1,MRO
8681,146,5,2023-02-12,351,1,MRO
8682,378,7,2023-04-25,178,1,Stock
8683,293,6,2023-07-03,137,1,Production
8684,125,4,2023-10-19,15,1,Production
8685,106,3,2023-03-10,341,1,Production
8686,122,8,2024-09-18,266,1,Production
8687,330,6,2023-12-22,102,1,Stock
8688,466,8,2024-04-28,92,1,Production
8689,100,2,2023-03-14,46,1,Production
8690,47,3,2023-06-28,465,1,MRO
8691,21,8,2024-09-27,478,1,Project
8692,282,2,2023-04-10,56,1,Project
8693,444,2,2024-04-17,43,1,Stock
8694,352,5,2023-03-02,174,1,MRO
8695,463,6,2024-01-09,261,1,MRO
8696,152,4,2024-05-28,335,1,Stock
8697,241,7,2023-07-15,114,1,Stock
8698,302,2,2023-09-20,354,1,Production
8699,96,6,2023-09-25,159,1,Stock
8700,231,7,2023-06-14,486,1,Project
8701,174,1,2023-07-01,53,1,Project
8702,324,1,2024-03-09,395,1,Project
8703,433,5,2024-06-25,336,1,Project
8704,14,8,2024-11-19,123,1,Production
8705,306,2,2024-02-15,113,1,Stock
8706,369,8,2024-09-19,19,1,Stock
8707,157,4,2024-02-17,6,1,MRO
8708,156,5,2024-02-10,238,1,Project
8709,150,8,2023-01-14,392,1,Stock
8710,345,4,2023-06-06,273,1,Project
8711,407,2,2023-11-20,109,1,Production
8712,332,5,2024-02-29,60,1,Stock
8713,389,5,2024-01-11,203,1,Stock
8714,411,5,2024-11-28,430,1,MRO
8715,202,6,2024-09-01,151,1,MRO
8716,264,6,2024-07-08,342,1,Stock
8717,334,1,2023-04-09,194,1,Production
8718,211,1,2023-03-27,402,1,Stock
8719,384,4,2023-11-17,487,1,Project
8720,244,7,2023-10-11,198,1,Production
8721,289,4,2024-05-22,389,1,Production
8722,195,3,2023-04-16,137,1,Project
8723,155,6,2023-04-04,1,1,Project
8724,110,8,2024-02-25,65,1,Project
8725,168,8,2024-01-19,328,1,Production
8726,130,6,2024-04-15,377,1,Production
8727,32,1,2023-04-04,105,1,Stock
8728,386,6,2023-08-24,132,1,Production
8729,83,2,2024-08-15,258,1,Project
8730,295,3,2023-07-31,347,1,Project
8731,475,8,2023-11-16,210,1,Stock
8732,57,8,2023-07-17,418,1,Production
8733,482,5,2024-10-28,226,1,Production
8734,83,4,2023-04-20,364,1,Project
8735,218,5,2024-01-24,431,1,Project
8736,274,6,2023-11-03,382,1,Production
8737,334,2,2023-07-07,347,1,Production
8738,97,4,2024-02-05,229,1,MRO
8739,110,8,2024-04-30,335,1,Stock
8740,394,2,2024-04-29,122,1,Production
8741,250,6,2023-05-07,291,1,Production
8742,316,5,2024-07-24,226,1,Production
8743,102,8,2024-11-24,247,1,Production
8744,328,7,2024-01-19,21,1,Production
8745,42,6,2024-11-21,423,1,Project
8746,402,1,2023-12-28,199,1,MRO
8747,293,7,2023-11-02,489,1,Production
8748,106,8,2023-06-15,158,1,Project
8749,60,1,2024-06-27,137,1,Stock
8750,185,3,2023-10-25,442,1,MRO
8751,354,3,2024-04-09,441,1,MRO
8752,417,4,2024-05-12,55,1,Production
8753,451,4,2023-05-11,475,1,Stock
8754,77,7,2024-05-13,482,1,Production
8755,440,7,2024-09-04,252,1,Stock
8756,167,8,2024-03-16,467,1,MRO
8757,287,5,2023-12-10,318,1,Project
8758,457,6,2023-12-04,193,1,Production
8759,256,4,2024-03-09,310,1,Project
8760,288,3,2023-07-04,95,1,MRO
8761,161,3,2023-11-23,448,1,MRO
8762,500,8,2024-03-22,238,1,Project
8763,242,7,2024-02-23,151,1,MRO
8764,353,1,2023-06-24,168,1,Project
8765,426,7,2024-09-07,208,1,Project
8766,139,2,2024-08-18,298,1,Project
8767,376,7,2023-04-04,130,1,Stock
8768,54,1,2024-03-26,336,1,Stock
8769,438,2,2023-11-19,205,1,Stock
8770,63,6,2024-11-13,32,1,Stock
8771,336,8,2023-04-12,36,1,Stock
8772,252,7,2024-08-07,221,1,Stock
8773,99,8,2024-08-14,238,1,Project
8774,455,1,2024-01-22,373,1,Production
8775,466,2,2024-06-21,120,1,Stock
8776,37,5,2024-04-16,419,1,MRO
8777,203,6,2024-11-30,275,1,MRO
8778,287,5,2023-11-27,217,1,Production
8779,85,4,2024-11-27,127,1,Project
8780,137,8,2023-08-15,175,1,Stock
8781,236,3,2024-11-04,78,1,MRO
8782,128,2,2023-03-03,164,1,Production
8783,211,5,2023-05-29,175,1,MRO
8784,331,5,2023-11-09,500,1,Project
8785,279,8,2023-12-29,477,1,Project
8786,397,3,2023-04-16,138,1,MRO
8787,213,2,2023-02-26,196,1,Stock
8788,269,1,2024-08-01,95,1,Stock
8789,162,2,2024-11-11,84,1,Project
8790,166,8,2023-09-13,444,1,Production
8791,189,6,2023-05-01,228,1,Project
8792,496,2,2024-07-24,291,1,Project
8793,150,2,2024-05-02,388,1,Production
8794,429,7,2024-05-28,49,1,Stock
8795,170,1,2024-06-08,283,1,Stock
8796,478,3,2023-09-14,355,1,Production
8797,335,8,2023-01-18,149,1,Stock
8798,53,1,2023-05-10,262,1,Stock
8799,173,2,2024-07-07,21,1,MRO
8800,422,5,2023-08-31,138,1,Production
8801,298,4,2024-02-13,405,1,Stock
8802,169,3,2023-02-24,465,1,Project
8803,332,6,2024-08-28,125,1,Production
8804,48,6,2024-06-20,126,1,Project
8805,367,2,2024-09-04,56,1,Project
8806,497,2,2024-11-02,68,1,Project
8807,122,5,2024-02-21,432,1,Stock
8808,293,7,2023-10-22,21,1,Production
8809,57,3,2024-05-21,368,1,MRO
8810,350,3,2024-01-06,189,1,MRO
8811,495,5,2024-01-18,411,1,MRO
8812,241,2,2024-07-10,465,1,Project
8813,221,4,2024-07-18,254,1,Project
8814,222,3,2023-04-04,99,1,Stock
8815,359,2,2023-03-11,307,1,Project
8816,442,1,2024-05-02,423,1,Stock
8817,233,3,2024-08-04,64,1,Stock
8818,42,3,2023-11-22,392,1,Stock
8819,203,3,2024-05-16,75,1,Project
8820,326,3,2024-08-04,188,1,MRO
8821,367,3,2024-01-04,256,1,MRO
8822,322,7,2023-06-06,346,1,Project
8823,259,3,2023-05-23,195,1,Project
8824,74,6,2024-09-30,374,1,Production
8825,235,5,2023-03-09,320,1,Project
8826,15,4,2024-04-18,209,1,MRO
8827,155,6,2024-05-27,342,1,Production
8828,287,5,2024-03-13,25,1,Production
8829,378,1,2023-01-18,135,1,Production
8830,174,4,2023-06-19,490,1,MRO
8831,444,6,2023-02-28,119,1,MRO
8832,263,6,2024-06-04,438,1,Project
8833,469,4,2023-10-29,22,1,Project
8834,39,5,2023-10-14,46,1,Project
8835,153,8,2023-03-03,366,1,Project
8836,29,2,2023-01-15,499,1,Production
8837,11,7,2023-04-05,299,1,Stock
8838,206,3,2023-02-25,265,1,Project
8839,456,1,2024-08-12,304,1,Project
8840,165,5,2024-06-16,313,1,Project
8841,286,6,2023-06-14,58,1,Project
8842,248,8,2024-09-01,385,1,Project
8843,381,6,2023-07-12,118,1,MRO
8844,86,7,2024-05-23,338,1,MRO
8845,72,2,2024-10-14,414,1,Project
8846,99,2,2023-09-27,12,1,Stock
8847,286,3,2023-06-29,355,1,Stock
8848,55,6,2024-07-29,91,1,MRO
8849,253,1,2023-12-17,410,1,Project
8850,194,4,2024-09-07,48,1,MRO
8851,40,1,2024-08-31,18,1,Project
8852,144,7,2024-06-01,327,1,Production
8853,60,3,2023-05-04,424,1,Stock
8854,215,7,2023-08-12,94,1,Project
8855,394,5,2023-08-16,222,1,MRO
8856,399,8,2023-12-07,75,1,MRO
8857,81,6,2024-03-28,205,1,Stock
8858,435,8,2024-05-29,490,1,Project
8859,459,6,2023-05-01,418,1,Project
8860,487,5,2023-04-22,44,1,Stock
8861,32,7,2024-09-21,338,1,Stock
8862,262,2,2024-02-15,82,1,Production
8863,144,1,2023-03-04,41,1,Stock
8864,334,8,2024-08-19,233,1,Stock
8865,60,3,2023-08-02,429,1,MRO
8866,480,1,2023-01-30,474,1,MRO
8867,373,3,2024-06-01,448,1,MRO
8868,447,8,2023-02-07,219,1,Stock
8869,133,5,2024-10-21,130,1,MRO
8870,67,6,2024-01-20,466,1,Production
8871,176,3,2023-06-29,286,1,Production
8872,157,3,2024-03-27,146,1,Production
8873,292,6,2023-11-19,33,1,MRO
8874,496,2,2023-07-20,262,1,Stock
8875,145,5,2024-10-18,97,1,MRO
8876,493,6,2023-03-01,141,1,Production
8877,242,2,2023-09-18,429,1,Stock
8878,408,1,2024-10-24,369,1,Stock
8879,24,2,2023-09-29,208,1,Project
8880,217,6,2023-09-09,215,1,MRO
8881,145,6,2024-03-20,253,1,MRO
8882,159,5,2024-04-01,413,1,Project
8883,34,5,2024-01-12,121,1,Stock
8884,126,6,2023-03-01,479,1,Project
8885,383,6,2024-06-07,115,1,Stock
8886,230,1,2024-08-19,492,1,Production
8887,32,3,2024-09-20,211,1,MRO
8888,41,3,2024-10-29,429,1,Stock
8889,128,7,2024-02-13,202,1,Production
8890,20,7,2023-10-01,188,1,Project
8891,296,1,2024-10-26,458,1,MRO
8892,130,8,2023-03-09,63,1,Production
8893,245,7,2024-05-03,455,1,Project
8894,500,5,2023-03-16,91,1,Project
8895,451,2,2024-07-05,255,1,MRO
8896,76,2,2024-04-21,195,1,Production
8897,86,4,2024-10-05,27,1,Stock
8898,148,4,2024-10-21,376,1,MRO
8899,410,6,2023-06-28,455,1,Project
8900,214,5,2024-10-21,256,1,MRO
8901,458,7,2024-06-23,491,1,MRO
8902,21,5,2024-03-02,75,1,MRO
8903,469,6,2024-07-08,40,1,Stock
8904,125,4,2023-01-24,278,1,MRO
8905,28,2,2024-07-18,402,1,Project
8906,53,2,2024-09-13,54,1,Stock
8907,304,5,2024-10-17,97,1,Project
8908,144,1,2024-09-30,346,1,Stock
8909,98,3,2024-02-01,306,1,MRO
8910,354,3,2023-09-01,273,1,Production
8911,322,2,2023-10-08,403,1,Production
8912,318,4,2024-10-22,177,1,Project
8913,170,8,2024-08-05,201,1,MRO
8914,352,2,2023-03-23,176,1,MRO
8915,157,1,2023-06-15,486,1,Project
8916,268,5,2023-06-28,441,1,Production
8917,160,2,2024-07-06,341,1,Project
8918,284,4,2023-08-12,86,1,MRO
8919,169,1,2023-06-24,219,1,Project
8920,6,5,2023-06-18,291,1,Production
8921,395,2,2024-11-22,202,1,Production
8922,469,7,2024-09-05,60,1,Production
8923,449,1,2023-03-17,337,1,Production
8924,71,1,2023-03-22,145,1,Project
8925,178,4,2023-02-28,62,1,MRO
8926,197,6,2023-12-05,417,1,MRO
8927,55,4,2023-03-23,300,1,Production
8928,472,3,2023-05-17,146,1,Stock
8929,65,3,2024-06-24,250,1,MRO
8930,156,3,2023-09-22,59,1,Production
8931,176,2,2024-04-24,46,1,Project
8932,334,5,2023-05-02,151,1,MRO
8933,494,1,2023-10-19,158,1,Production
8934,390,6,2024-09-05,373,1,Production
8935,340,8,2023-03-16,241,1,Project
8936,102,2,2023-10-04,219,1,Project
8937,270,8,2023-04-24,374,1,Production
8938,448,6,2023-04-13,89,1,MRO
8939,362,5,2024-06-21,180,1,Stock
8940,49,3,2023-09-17,162,1,Stock
8941,442,3,2024-02-10,276,1,Project
8942,403,6,2023-12-12,452,1,Stock
8943,349,1,2024-02-11,164,1,MRO
8944,29,7,2023-06-02,11,1,Production
8945,294,7,2023-08-29,270,1,Stock
8946,106,2,2023-11-04,73,1,Stock
8947,489,8,2023-01-26,437,1,Stock
8948,392,8,2023-11-26,489,1,Stock
8949,62,6,2023-01-24,443,1,Stock
8950,147,1,2024-08-01,348,1,Stock
8951,260,4,2024-10-24,438,1,Production
8952,24,1,2023-06-28,102,1,Production
8953,91,2,2023-04-27,188,1,Production
8954,83,2,2024-09-25,163,1,Stock
8955,438,1,2023-07-16,456,1,Project
8956,84,7,2023-02-09,160,1,Production
8957,278,5,2024-05-20,132,1,Project
8958,86,1,2024-06-14,459,1,Stock
8959,381,1,2024-08-20,90,1,Production
8960,122,5,2023-05-22,327,1,MRO
8961,164,6,2023-11-30,221,1,Production
8962,477,3,2023-08-03,355,1,MRO
8963,211,4,2023-04-16,408,1,Stock
8964,279,4,2023-03-20,68,1,Stock
8965,158,2,2024-04-26,457,1,MRO
8966,175,6,2023-06-17,241,1,Project
8967,98,5,2023-06-10,158,1,Production
8968,476,1,2023-11-26,298,1,MRO
8969,283,6,2024-08-06,333,1,Production
8970,213,1,2023-06-14,269,1,MRO
8971,409,1,2024-03-25,123,1,Stock
8972,386,5,2024-09-01,16,1,Project
8973,76,6,2024-04-13,142,1,Production
8974,248,2,2024-10-10,350,1,Project
8975,174,5,2024-07-07,82,1,Production
8976,420,3,2023-06-18,175,1,Stock
8977,269,4,2023-04-02,375,1,Production
8978,454,8,2023-06-17,489,1,Stock
8979,261,4,2023-06-06,277,1,Stock
8980,4,5,2024-09-10,206,1,Production
8981,498,6,2024-08-28,406,1,Stock
8982,215,7,2024-10-22,193,1,MRO
8983,96,4,2023-06-19,220,1,Production
8984,464,8,2023-01-18,168,1,Stock
8985,115,7,2023-04-27,251,1,MRO
8986,359,6,2023-09-10,378,1,Stock
8987,379,1,2024-03-17,172,1,Project
8988,257,3,2023-06-03,75,1,Project
8989,349,2,2024-05-03,294,1,Stock
8990,274,7,2024-08-15,294,1,Project
8991,68,8,2023-04-04,202,1,Production
8992,105,2,2024-09-25,398,1,Stock
8993,40,6,2024-01-23,486,1,Stock
8994,457,2,2023-10-10,228,1,Production
8995,261,1,2023-09-27,221,1,Stock
8996,75,7,2023-12-03,358,1,Production
8997,467,1,2023-10-06,466,1,Project
8998,437,1,2024-08-17,171,1,Project
8999,335,1,2023-12-18,420,1,Project
9000,289,4,2024-08-13,197,1,Stock
9001,1,5,2024-01-29,193,1,Stock
9002,400,7,2023-12-09,485,1,Project
9003,465,3,2023-10-24,23,1,Stock
9004,278,4,2024-10-16,181,1,Production
9005,107,3,2023-01-24,312,1,MRO
9006,13,3,2024-06-25,426,1,Production
9007,26,4,2023-11-23,38,1,Stock
9008,129,1,2024-04-07,250,1,Stock
9009,186,3,2023-06-10,106,1,Project
9010,93,3,2023-12-25,65,1,Production
9011,373,3,2023-07-03,82,1,Stock
9012,17,3,2024-09-01,134,1,Stock
9013,250,8,2024-05-19,492,1,MRO
9014,474,4,2023-04-27,127,1,Stock
9015,198,7,2023-05-18,221,1,Production
9016,226,8,2023-10-22,436,1,Stock
9017,267,6,2023-08-05,364,1,MRO
9018,124,7,2023-08-19,416,1,MRO
9019,115,2,2023-08-26,274,1,Production
9020,36,6,2023-01-10,121,1,MRO
9021,111,3,2024-04-28,150,1,MRO
9022,280,4,2023-12-09,64,1,Stock
9023,384,8,2023-03-28,456,1,Stock
9024,411,5,2024-10-12,288,1,Production
9025,268,4,2023-07-14,16,1,Project
9026,104,8,2023-10-27,494,1,Project
9027,168,2,2023-11-17,471,1,Project
9028,495,5,2023-03-16,151,1,Production
9029,146,1,2023-02-14,162,1,Project
9030,106,8,2024-10-27,435,1,MRO
9031,482,5,2023-01-31,192,1,Production
9032,204,2,2023-12-20,414,1,MRO
9033,243,6,2024-04-15,139,1,Production
9034,148,5,2024-03-04,452,1,Stock
9035,478,7,2024-07-06,95,1,Project
9036,232,2,2023-06-30,234,1,MRO
9037,488,4,2023-04-19,377,1,Stock
9038,354,1,2023-01-29,328,1,MRO
9039,41,4,2024-02-26,133,1,Production
9040,339,8,2023-12-13,111,1,Stock
9041,169,4,2024-11-29,147,1,Stock
9042,121,4,2023-03-18,71,1,Production
9043,23,5,2023-01-18,38,1,MRO
9044,126,4,2023-02-16,340,1,Project
9045,139,5,2024-10-24,274,1,Stock
9046,275,4,2024-02-27,180,1,MRO
9047,196,3,2023-11-17,341,1,Stock
9048,20,8,2023-12-26,391,1,Project
9049,332,6,2024-07-21,191,1,MRO
9050,337,4,2024-07-26,160,1,Production
9051,19,1,2024-02-03,478,1,MRO
9052,433,2,2024-05-24,59,1,Stock
9053,451,3,2023-03-12,66,1,Project
9054,394,2,2024-04-09,365,1,Project
9055,259,6,2023-08-10,36,1,Project
9056,160,1,2023-03-18,47,1,Project
9057,470,7,2024-01-27,415,1,Project
9058,464,1,2024-05-05,429,1,MRO
9059,369,3,2023-07-06,335,1,MRO
9060,216,4,2023-06-12,302,1,MRO
9061,312,6,2024-05-22,108,1,Production
9062,491,6,2024-04-23,85,1,Stock
9063,415,7,2023-07-17,485,1,MRO
9064,279,5,2024-11-25,114,1,Stock
9065,329,6,2024-04-23,273,1,Stock
9066,404,3,2024-09-07,236,1,MRO
9067,463,7,2024-09-25,127,1,MRO
9068,363,1,2023-10-16,234,1,Production
9069,410,6,2023-05-15,285,1,MRO
9070,354,4,2024-02-20,412,1,Project
9071,342,4,2024-11-29,452,1,Project
9072,482,6,2024-05-06,152,1,Project
9073,60,1,2023-01-12,354,1,MRO
9074,185,7,2023-01-31,316,1,Production
9075,285,5,2024-07-14,412,1,MRO
9076,224,7,2023-04-30,478,1,Production
9077,39,2,2023-08-26,476,1,MRO
9078,299,4,2023-07-29,449,1,Production
9079,216,6,2023-10-30,69,1,Stock
9080,460,4,2024-11-06,419,1,Project
9081,54,1,2023-11-20,25,1,Project
9082,287,6,2024-06-02,369,1,Project
9083,42,4,2023-01-13,288,1,Project
9084,14,1,2023-10-18,314,1,Project
9085,441,4,2024-11-10,184,1,Production
9086,16,4,2024-07-28,197,1,Production
9087,75,7,2024-05-28,468,1,Production
9088,225,3,2024-05-29,141,1,Stock
9089,41,2,2023-08-25,294,1,Project
9090,207,5,2024-08-04,47,1,MRO
9091,112,5,2024-04-08,197,1,Production
9092,201,6,2024-03-13,236,1,Stock
9093,52,5,2024-09-20,144,1,Project
9094,410,1,2023-02-17,274,1,Stock
9095,381,6,2024-06-06,176,1,Project
9096,421,8,2024-02-07,279,1,MRO
9097,150,4,2024-07-21,298,1,Stock
9098,493,8,2024-08-16,435,1,MRO
9099,417,4,2024-11-15,470,1,Stock
9100,129,8,2024-03-10,468,1,Project
9101,486,2,2023-10-17,329,1,Stock
9102,68,5,2023-05-31,404,1,Project
9103,199,5,2024-06-07,367,1,Production
9104,136,3,2024-10-11,433,1,MRO
9105,55,5,2023-11-01,99,1,Project
9106,285,6,2023-05-16,294,1,Production
9107,35,7,2024-10-10,137,1,MRO
9108,198,3,2024-08-30,220,1,Stock
9109,299,1,2024-07-15,209,1,Project
9110,95,4,2024-02-08,20,1,Project
9111,159,4,2024-05-15,311,1,MRO
9112,483,4,2023-10-07,325,1,Stock
9113,226,7,2023-04-25,383,1,Project
9114,302,3,2023-11-20,482,1,Stock
9115,471,3,2023-02-14,169,1,Production
9116,188,3,2024-03-16,441,1,Production
9117,95,4,2023-08-19,371,1,Project
9118,460,8,2023-11-27,162,1,Stock
9119,293,8,2023-12-10,199,1,Stock
9120,310,4,2023-07-25,444,1,Stock
9121,188,8,2024-02-22,332,1,MRO
9122,30,8,2024-07-08,3,1,Production
9123,401,3,2024-02-29,271,1,MRO
9124,142,7,2024-10-23,133,1,MRO
9125,319,6,2024-06-09,407,1,Production
9126,227,7,2023-05-16,318,1,Stock
9127,388,5,2023-10-23,190,1,Project
9128,293,8,2024-02-28,161,1,MRO
9129,145,3,2024-04-18,58,1,Project
9130,456,7,2024-02-24,462,1,Stock
9131,301,2,2023-03-12,233,1,Production
9132,469,7,2023-11-30,164,1,Project
9133,56,5,2024-07-31,479,1,MRO
9134,251,4,2024-03-09,108,1,Project
9135,77,3,2024-04-27,150,1,Stock
9136,406,1,2024-03-09,77,1,Production
9137,380,7,2024-05-24,417,1,Production
9138,93,4,2024-01-28,423,1,Stock
9139,358,1,2023-04-27,17,1,Production
9140,83,4,2024-08-22,423,1,MRO
9141,500,8,2024-03-14,465,1,Stock
9142,188,5,2024-06-12,110,1,Project
9143,84,7,2024-01-20,27,1,Production
9144,78,6,2024-10-08,46,1,MRO
9145,267,6,2023-12-15,400,1,Stock
9146,115,1,2023-10-18,475,1,MRO
9147,246,7,2024-07-06,248,1,MRO
9148,386,5,2023-04-09,325,1,Project
9149,329,2,2023-01-28,327,1,Project
9150,86,7,2024-09-12,146,1,Production
9151,220,6,2024-06-25,297,1,Stock
9152,473,1,2024-03-25,182,1,Production
9153,24,6,2023-01-01,116,1,MRO
9154,169,1,2024-09-11,277,1,Stock
9155,392,4,2023-12-15,270,1,Project
9156,156,5,2023-06-22,337,1,Production
9157,351,6,2024-11-02,303,1,MRO
9158,499,7,2024-06-05,319,1,MRO
9159,298,8,2024-02-04,348,1,Stock
9160,314,6,2024-07-22,231,1,Project
9161,40,1,2023-11-04,142,1,MRO
9162,190,2,2024-07-25,463,1,Production
9163,81,3,2024-10-26,194,1,Production
9164,50,8,2023-11-08,26,1,Project
9165,109,5,2023-09-15,218,1,Production
9166,143,7,2024-08-27,91,1,Project
9167,205,3,2024-03-08,267,1,Project
9168,338,2,2024-10-02,68,1,MRO
9169,65,7,2024-07-05,343,1,Production
9170,335,5,2023-11-26,158,1,MRO
9171,426,2,2024-03-23,37,1,MRO
9172,150,7,2023-01-28,26,1,Stock
9173,337,8,2024-02-11,293,1,Project
9174,174,3,2024-05-15,418,1,Production
9175,165,6,2024-10-28,489,1,MRO
9176,299,3,2024-11-05,39,1,Production
9177,199,2,2024-11-07,324,1,MRO
9178,89,5,2023-09-26,331,1,MRO
9179,357,1,2023-01-11,5,1,Production
9180,206,4,2023-12-28,341,1,Production
9181,448,7,2023-08-07,51,1,MRO
9182,242,4,2024-03-29,461,1,Stock
9183,424,3,2024-04-05,198,1,Stock
9184,86,4,2023-05-27,206,1,Production
9185,344,2,2024-03-21,331,1,Project
9186,249,5,2023-11-29,343,1,MRO
9187,194,6,2024-03-15,204,1,Project
9188,285,1,2024-11-26,17,1,Production
9189,369,4,2023-08-30,296,1,Project
9190,101,2,2024-01-02,94,1,Project
9191,233,7,2024-05-15,247,1,Production
9192,346,3,2024-10-26,401,1,Project
9193,246,7,2024-10-02,92,1,Project
9194,182,6,2024-07-20,233,1,Stock
9195,302,5,2023-12-18,407,1,Project
9196,99,6,2023-04-06,470,1,Stock
9197,405,5,2024-11-18,393,1,Stock
9198,203,7,2024-09-07,101,1,Stock
9199,26,1,2023-10-17,75,1,Production
9200,221,6,2024-01-30,229,1,Project
9201,250,2,2023-08-20,278,1,MRO
9202,326,1,2024-08-21,125,1,MRO
9203,410,1,2024-10-19,2,1,MRO
9204,121,4,2024-01-24,39,1,MRO
9205,317,4,2024-01-08,326,1,Production
9206,402,4,2024-08-24,156,1,MRO
9207,146,5,2023-06-28,352,1,MRO
9208,13,8,2024-06-18,376,1,MRO
9209,472,3,2023-07-20,307,1,MRO
9210,240,1,2024-11-14,44,1,Project
9211,363,2,2023-11-15,294,1,Production
9212,143,8,2024-06-04,232,1,MRO
9213,393,8,2023-03-12,69,1,MRO
9214,341,4,2024-04-19,281,1,Project
9215,385,5,2024-11-29,403,1,Project
9216,179,6,2024-10-29,497,1,Project
9217,199,2,2024-05-25,360,1,Stock
9218,407,2,2024-05-10,249,1,Production
9219,137,6,2024-11-29,203,1,Project
9220,36,6,2023-01-22,243,1,Stock
9221,127,5,2023-02-09,489,1,Production
9222,161,2,2024-06-17,349,1,Project
9223,28,7,2023-12-15,185,1,Stock
9224,192,7,2024-05-27,68,1,Project
9225,311,3,2024-04-29,247,1,Project
9226,429,7,2024-07-23,33,1,Project
9227,166,3,2024-09-30,94,1,MRO
9228,22,2,2023-01-15,189,1,Production
9229,190,5,2024-05-27,136,1,Stock
9230,23,3,2024-05-21,299,1,Project
9231,53,3,2023-02-01,429,1,MRO
9232,100,5,2024-06-26,313,1,Production
9233,62,7,2024-02-01,155,1,Stock
9234,300,4,2023-04-30,417,1,Production
9235,447,3,2024-11-03,205,1,Project
9236,114,1,2024-05-15,218,1,Project
9237,367,2,2023-02-16,287,1,Project
9238,53,8,2024-06-01,345,1,Stock
9239,235,4,2023-07-14,466,1,Production
9240,122,1,2024-11-10,488,1,Production
9241,56,6,2023-05-16,155,1,Production
9242,279,8,2023-06-01,465,1,Project
9243,243,7,2024-10-02,402,1,Project
9244,328,7,2023-12-30,200,1,MRO
9245,407,5,2023-09-17,210,1,MRO
9246,335,7,2024-05-11,205,1,MRO
9247,191,2,2024-03-13,267,1,Project
9248,242,8,2024-04-17,433,1,Production
9249,167,8,2024-11-20,359,1,Stock
9250,39,4,2023-04-11,270,1,MRO
9251,131,7,2023-05-14,207,1,MRO
9252,48,7,2023-03-17,29,1,Project
9253,302,2,2024-03-18,109,1,MRO
9254,419,5,2023-05-22,499,1,MRO
9255,488,8,2023-08-01,218,1,Production
9256,409,5,2024-07-28,249,1,MRO
9257,436,6,2024-07-31,221,1,MRO
9258,198,3,2023-01-15,354,1,Production
9259,408,4,2023-01-20,371,1,Production
9260,358,1,2023-08-19,259,1,Project
9261,486,3,2023-04-16,440,1,MRO
9262,476,1,2023-01-27,451,1,Production
9263,134,1,2023-12-27,358,1,Production
9264,372,3,2023-04-10,483,1,Stock
9265,327,1,2024-05-08,35,1,Project
9266,54,7,2023-06-02,382,1,MRO
9267,415,3,2023-11-20,194,1,MRO
9268,415,7,2023-09-02,20,1,Project
9269,416,3,2024-10-16,201,1,Production
9270,176,3,2023-11-22,302,1,Project
9271,287,5,2023-06-17,137,1,Stock
9272,422,1,2023-03-08,387,1,Production
9273,464,4,2023-01-01,259,1,Production
9274,394,3,2023-08-09,472,1,Stock
9275,243,6,2024-07-13,154,1,Stock
9276,21,7,2024-09-27,385,1,MRO
