INDEX_ID,INDEX_DATE,COMMODITY_TYPE,COMMODITY_NAME,INDEX_VALUE,INDEX_UNIT,CURRENCY_ID,PERCENTAGE_CHANGE_DAILY,PERCENTAGE_CHANGE_WEEKLY,PERCENTAGE_CHANGE_MONTHLY,DATA_SOURCE,CREATED_TIMESTAMP
555,2024-03-03,Electronic Components,Electronic Components,148.67,USD/UNIT,1,0.8904,3.2766,6.0485,ICE,2024-03-03 00:00:00
556,2024-03-03,Reagents & Chemicals,Reagents & Chemicals,439.2,USD/UNIT,1,-0.5685,2.3823,6.4173,ICE,2024-03-03 00:00:00
557,2024-03-03,Bio-Robotics,Bio-Robotics,5145.68,USD/UNIT,1,0.8407,5.5671,2.7871,CME,2024-03-03 00:00:00
558,2024-03-03,Precision Components,Precision Components,2114.88,USD/UNIT,1,1.7662,-2.346,0.6179,COMEX,2024-03-03 00:00:00
559,2024-03-10,Thermal Systems,Thermal Systems,2339.34,USD/UNIT,1,-1.0108,-0.1726,4.8613,LME,2024-03-10 00:00:00
560,2024-03-10,Hydraulic Systems,Hydraulic Systems,1628.77,USD/UNIT,1,0.5705,2.7009,3.0329,CME,2024-03-10 00:00:00
561,2024-03-10,Pneumatic Systems,Pneumatic Systems,1254.51,USD/UNIT,1,1.4271,6.0803,0.9961,ICE,2024-03-10 00:00:00
562,2024-03-10,Alloys & Metals,Alloys & Metals,3345.08,USD/UNIT,1,-0.5564,0.9791,1.8525,LME,2024-03-10 00:00:00
563,2024-03-10,Polymers & Plastics,Polymers & Plastics,784.29,USD/UNIT,1,4.0332,3.4824,-8.7967,ICE,2024-03-10 00:00:00
564,2024-03-10,Electronic Components,Electronic Components,147.03,USD/UNIT,1,0.2551,-2.063,-0.5947,CME,2024-03-10 00:00:00
565,2024-03-10,Reagents & Chemicals,Reagents & Chemicals,435.38,USD/UNIT,1,0.6472,0.6187,-5.4901,CME,2024-03-10 00:00:00
566,2024-03-10,Bio-Robotics,Bio-Robotics,5689.04,USD/UNIT,1,-0.3516,0.5624,1.9049,ICE,2024-03-10 00:00:00
567,2024-03-10,Precision Components,Precision Components,2133.2,USD/UNIT,1,0.2938,-1.1391,0.6702,CME,2024-03-10 00:00:00
568,2024-03-17,Thermal Systems,Thermal Systems,2453.16,USD/UNIT,1,-0.9309,2.4813,-6.8817,CME,2024-03-17 00:00:00
569,2024-03-17,Hydraulic Systems,Hydraulic Systems,1823.97,USD/UNIT,1,-1.2567,-0.5901,-0.1635,CME,2024-03-17 00:00:00
570,2024-03-17,Pneumatic Systems,Pneumatic Systems,1196.02,USD/UNIT,1,0.7408,-3.6923,0.574,CME,2024-03-17 00:00:00
571,2024-03-17,Alloys & Metals,Alloys & Metals,3320.68,USD/UNIT,1,-0.8577,1.1509,2.4373,ICE,2024-03-17 00:00:00
572,2024-03-17,Polymers & Plastics,Polymers & Plastics,791.51,USD/UNIT,1,-0.7219,1.4439,-10.9021,LME,2024-03-17 00:00:00
573,2024-03-17,Electronic Components,Electronic Components,150.91,USD/UNIT,1,-2.3221,-5.2735,10.3843,LME,2024-03-17 00:00:00
574,2024-03-17,Reagents & Chemicals,Reagents & Chemicals,465.94,USD/UNIT,1,0.5672,2.7882,-3.6217,ICE,2024-03-17 00:00:00
575,2024-03-17,Bio-Robotics,Bio-Robotics,5050.15,USD/UNIT,1,-0.7376,0.8571,-6.8182,ICE,2024-03-17 00:00:00
576,2024-03-17,Precision Components,Precision Components,2150.24,USD/UNIT,1,3.3859,-1.943,-1.3243,COMEX,2024-03-17 00:00:00
577,2024-03-24,Thermal Systems,Thermal Systems,2726.84,USD/UNIT,1,-1.5729,3.8586,-3.7764,CME,2024-03-24 00:00:00
578,2024-03-24,Hydraulic Systems,Hydraulic Systems,1891.77,USD/UNIT,1,1.0529,-1.9995,-2.4306,LME,2024-03-24 00:00:00
579,2024-03-24,Pneumatic Systems,Pneumatic Systems,1170.12,USD/UNIT,1,-0.5812,0.7216,2.0471,COMEX,2024-03-24 00:00:00
580,2024-03-24,Alloys & Metals,Alloys & Metals,3276.68,USD/UNIT,1,0.3751,-2.0565,3.9785,COMEX,2024-03-24 00:00:00
581,2024-03-24,Polymers & Plastics,Polymers & Plastics,819.34,USD/UNIT,1,0.1475,-7.4982,0.3076,CME,2024-03-24 00:00:00
582,2024-03-24,Electronic Components,Electronic Components,148.5,USD/UNIT,1,-0.7111,-1.5553,-5.3736,CME,2024-03-24 00:00:00
583,2024-03-24,Reagents & Chemicals,Reagents & Chemicals,454.99,USD/UNIT,1,3.0229,-2.3341,1.491,ICE,2024-03-24 00:00:00
584,2024-03-24,Bio-Robotics,Bio-Robotics,5608.3,USD/UNIT,1,1.0843,0.0889,-8.1836,LME,2024-03-24 00:00:00
585,2024-03-24,Precision Components,Precision Components,2190.38,USD/UNIT,1,-2.0587,-0.7634,0.9051,LME,2024-03-24 00:00:00
586,2024-03-31,Thermal Systems,Thermal Systems,2606.1,USD/UNIT,1,-0.7902,-1.8822,3.394,CME,2024-03-31 00:00:00
587,2024-03-31,Hydraulic Systems,Hydraulic Systems,1998.19,USD/UNIT,1,0.0778,1.3649,-3.1308,COMEX,2024-03-31 00:00:00
588,2024-03-31,Pneumatic Systems,Pneumatic Systems,1312.46,USD/UNIT,1,0.0258,4.7936,0.4399,LME,2024-03-31 00:00:00
589,2024-03-31,Alloys & Metals,Alloys & Metals,3537.87,USD/UNIT,1,0.9436,-5.5603,0.867,CME,2024-03-31 00:00:00
590,2024-03-31,Polymers & Plastics,Polymers & Plastics,847.62,USD/UNIT,1,-2.3066,1.0192,-0.898,ICE,2024-03-31 00:00:00
591,2024-03-31,Electronic Components,Electronic Components,131.09,USD/UNIT,1,1.7041,2.5996,5.3568,COMEX,2024-03-31 00:00:00
592,2024-03-31,Reagents & Chemicals,Reagents & Chemicals,442.95,USD/UNIT,1,-3.1523,2.3782,0.7279,LME,2024-03-31 00:00:00
593,2024-03-31,Bio-Robotics,Bio-Robotics,5641.1,USD/UNIT,1,1.4125,2.2833,7.1174,LME,2024-03-31 00:00:00
594,2024-03-31,Precision Components,Precision Components,2276.43,USD/UNIT,1,-0.8248,0.6609,-0.7419,ICE,2024-03-31 00:00:00
595,2024-04-07,Thermal Systems,Thermal Systems,2423.21,USD/UNIT,1,2.15,-2.7644,3.7225,LME,2024-04-07 00:00:00
596,2024-04-07,Hydraulic Systems,Hydraulic Systems,1818.12,USD/UNIT,1,-3.4188,-3.045,0.4,CME,2024-04-07 00:00:00
597,2024-04-07,Pneumatic Systems,Pneumatic Systems,1275.79,USD/UNIT,1,-0.2156,-0.1664,-6.5998,COMEX,2024-04-07 00:00:00
598,2024-04-07,Alloys & Metals,Alloys & Metals,3308.85,USD/UNIT,1,-0.6537,0.6554,13.0911,CME,2024-04-07 00:00:00
599,2024-04-07,Polymers & Plastics,Polymers & Plastics,802.27,USD/UNIT,1,0.8222,0.2115,5.0587,CME,2024-04-07 00:00:00
600,2024-04-07,Electronic Components,Electronic Components,140.15,USD/UNIT,1,-1.5239,-4.4068,6.0341,COMEX,2024-04-07 00:00:00
601,2024-04-07,Reagents & Chemicals,Reagents & Chemicals,451.25,USD/UNIT,1,1.8401,-2.7112,-0.357,LME,2024-04-07 00:00:00
602,2024-04-07,Bio-Robotics,Bio-Robotics,5814.02,USD/UNIT,1,0.0252,-1.414,-7.0824,LME,2024-04-07 00:00:00
603,2024-04-07,Precision Components,Precision Components,2184.15,USD/UNIT,1,-0.7623,2.2768,-6.1716,ICE,2024-04-07 00:00:00
604,2024-04-14,Thermal Systems,Thermal Systems,2654.64,USD/UNIT,1,0.3997,-1.4465,-6.7122,ICE,2024-04-14 00:00:00
605,2024-04-14,Hydraulic Systems,Hydraulic Systems,1627.56,USD/UNIT,1,-0.0745,3.8817,-5.3351,LME,2024-04-14 00:00:00
606,2024-04-14,Pneumatic Systems,Pneumatic Systems,1214.33,USD/UNIT,1,-0.5003,-3.5641,-0.3325,COMEX,2024-04-14 00:00:00
607,2024-04-14,Alloys & Metals,Alloys & Metals,3393.62,USD/UNIT,1,0.1291,-2.0447,-4.3238,COMEX,2024-04-14 00:00:00
608,2024-04-14,Polymers & Plastics,Polymers & Plastics,761.79,USD/UNIT,1,0.0501,2.0503,1.2758,COMEX,2024-04-14 00:00:00
609,2024-04-14,Electronic Components,Electronic Components,144.91,USD/UNIT,1,-4.0635,7.538,-1.0636,LME,2024-04-14 00:00:00
610,2024-04-14,Reagents & Chemicals,Reagents & Chemicals,458.6,USD/UNIT,1,0.4361,-1.3796,-1.3938,COMEX,2024-04-14 00:00:00
611,2024-04-14,Bio-Robotics,Bio-Robotics,5438.72,USD/UNIT,1,-0.9386,3.281,6.0375,ICE,2024-04-14 00:00:00
612,2024-04-14,Precision Components,Precision Components,2254.08,USD/UNIT,1,-0.4021,0.4593,2.9817,CME,2024-04-14 00:00:00
613,2024-04-21,Thermal Systems,Thermal Systems,2524.41,USD/UNIT,1,1.8493,1.5197,6.696,LME,2024-04-21 00:00:00
614,2024-04-21,Hydraulic Systems,Hydraulic Systems,1667.44,USD/UNIT,1,-0.9165,-6.0859,-1.9739,COMEX,2024-04-21 00:00:00
615,2024-04-21,Pneumatic Systems,Pneumatic Systems,1177.21,USD/UNIT,1,-2.7189,-4.4235,-10.0983,ICE,2024-04-21 00:00:00
616,2024-04-21,Alloys & Metals,Alloys & Metals,3514.33,USD/UNIT,1,0.4568,-1.6427,2.7391,COMEX,2024-04-21 00:00:00
617,2024-04-21,Polymers & Plastics,Polymers & Plastics,773.29,USD/UNIT,1,2.1518,6.3472,-1.5458,CME,2024-04-21 00:00:00
618,2024-04-21,Electronic Components,Electronic Components,154.51,USD/UNIT,1,0.3466,-2.1312,0.4291,CME,2024-04-21 00:00:00
619,2024-04-21,Reagents & Chemicals,Reagents & Chemicals,454.08,USD/UNIT,1,-1.0901,-1.3423,10.4005,ICE,2024-04-21 00:00:00
620,2024-04-21,Bio-Robotics,Bio-Robotics,5749.87,USD/UNIT,1,0.3402,-2.0214,-3.3267,LME,2024-04-21 00:00:00
621,2024-04-21,Precision Components,Precision Components,2073.12,USD/UNIT,1,-0.207,-2.829,-0.0074,COMEX,2024-04-21 00:00:00
622,2024-04-28,Thermal Systems,Thermal Systems,2436.64,USD/UNIT,1,-2.4577,2.8175,9.2747,CME,2024-04-28 00:00:00
623,2024-04-28,Hydraulic Systems,Hydraulic Systems,1622.8,USD/UNIT,1,0.1369,-0.6601,-2.9495,LME,2024-04-28 00:00:00
624,2024-04-28,Pneumatic Systems,Pneumatic Systems,1309.22,USD/UNIT,1,-0.5644,-1.6731,3.5247,LME,2024-04-28 00:00:00
625,2024-04-28,Alloys & Metals,Alloys & Metals,3720.75,USD/UNIT,1,-3.7022,-0.2669,-2.3781,COMEX,2024-04-28 00:00:00
626,2024-04-28,Polymers & Plastics,Polymers & Plastics,888.09,USD/UNIT,1,0.5898,-0.8486,-6.9437,CME,2024-04-28 00:00:00
627,2024-04-28,Electronic Components,Electronic Components,147.7,USD/UNIT,1,-0.9866,-6.8357,-0.6042,COMEX,2024-04-28 00:00:00
628,2024-04-28,Reagents & Chemicals,Reagents & Chemicals,453.27,USD/UNIT,1,0.5083,-1.6107,-4.1955,LME,2024-04-28 00:00:00
629,2024-04-28,Bio-Robotics,Bio-Robotics,4900.26,USD/UNIT,1,0.3432,1.2722,-6.0319,CME,2024-04-28 00:00:00
630,2024-04-28,Precision Components,Precision Components,2114.49,USD/UNIT,1,-0.5099,6.8763,5.293,CME,2024-04-28 00:00:00
631,2024-05-05,Thermal Systems,Thermal Systems,2303.92,USD/UNIT,1,0.8296,1.6648,-3.5387,COMEX,2024-05-05 00:00:00
632,2024-05-05,Hydraulic Systems,Hydraulic Systems,1820.37,USD/UNIT,1,-1.7192,-4.477,0.9032,ICE,2024-05-05 00:00:00
633,2024-05-05,Pneumatic Systems,Pneumatic Systems,1188.83,USD/UNIT,1,0.7326,0.3293,1.5486,LME,2024-05-05 00:00:00
634,2024-05-05,Alloys & Metals,Alloys & Metals,3392.74,USD/UNIT,1,-0.9423,-1.8349,2.874,LME,2024-05-05 00:00:00
635,2024-05-05,Polymers & Plastics,Polymers & Plastics,812.3,USD/UNIT,1,0.7989,-2.0016,4.8656,CME,2024-05-05 00:00:00
636,2024-05-05,Electronic Components,Electronic Components,146.5,USD/UNIT,1,-0.7452,0.911,-7.2341,COMEX,2024-05-05 00:00:00
637,2024-05-05,Reagents & Chemicals,Reagents & Chemicals,404.13,USD/UNIT,1,-1.5532,4.6082,5.5078,LME,2024-05-05 00:00:00
638,2024-05-05,Bio-Robotics,Bio-Robotics,5528.1,USD/UNIT,1,1.0624,2.8664,-10.1495,ICE,2024-05-05 00:00:00
639,2024-05-05,Precision Components,Precision Components,2317.04,USD/UNIT,1,2.2984,-0.7206,-2.5322,LME,2024-05-05 00:00:00
640,2024-05-12,Thermal Systems,Thermal Systems,2425.13,USD/UNIT,1,0.0362,-4.3114,-1.1119,CME,2024-05-12 00:00:00
641,2024-05-12,Hydraulic Systems,Hydraulic Systems,1961.5,USD/UNIT,1,0.9746,7.9685,-1.4679,LME,2024-05-12 00:00:00
642,2024-05-12,Pneumatic Systems,Pneumatic Systems,1235.62,USD/UNIT,1,-1.1125,-3.9799,7.7436,LME,2024-05-12 00:00:00
643,2024-05-12,Alloys & Metals,Alloys & Metals,3412.93,USD/UNIT,1,1.5895,-1.1517,0.9716,CME,2024-05-12 00:00:00
644,2024-05-12,Polymers & Plastics,Polymers & Plastics,818.87,USD/UNIT,1,-3.489,4.4433,4.378,LME,2024-05-12 00:00:00
645,2024-05-12,Electronic Components,Electronic Components,143.76,USD/UNIT,1,-2.5462,0.7998,-5.2834,COMEX,2024-05-12 00:00:00
646,2024-05-12,Reagents & Chemicals,Reagents & Chemicals,436.54,USD/UNIT,1,0.1784,-0.8336,5.422,ICE,2024-05-12 00:00:00
647,2024-05-12,Bio-Robotics,Bio-Robotics,5144.23,USD/UNIT,1,2.738,-1.1235,-3.2738,ICE,2024-05-12 00:00:00
648,2024-05-12,Precision Components,Precision Components,2348.19,USD/UNIT,1,-1.7445,1.4958,4.649,LME,2024-05-12 00:00:00
649,2024-05-19,Thermal Systems,Thermal Systems,2324.06,USD/UNIT,1,1.3137,-2.7426,1.9757,ICE,2024-05-19 00:00:00
650,2024-05-19,Hydraulic Systems,Hydraulic Systems,1767.61,USD/UNIT,1,0.3131,-4.6824,-0.0888,COMEX,2024-05-19 00:00:00
651,2024-05-19,Pneumatic Systems,Pneumatic Systems,1193.15,USD/UNIT,1,-1.5034,-1.1008,5.1498,CME,2024-05-19 00:00:00
652,2024-05-19,Alloys & Metals,Alloys & Metals,3573.6,USD/UNIT,1,-2.1744,1.7126,-8.1381,ICE,2024-05-19 00:00:00
653,2024-05-19,Polymers & Plastics,Polymers & Plastics,805.83,USD/UNIT,1,-1.3204,-0.1213,-11.2213,COMEX,2024-05-19 00:00:00
654,2024-05-19,Electronic Components,Electronic Components,146.58,USD/UNIT,1,-0.7987,-5.3371,0.3017,CME,2024-05-19 00:00:00
655,2024-05-19,Reagents & Chemicals,Reagents & Chemicals,452.86,USD/UNIT,1,1.1921,-0.2678,-3.2638,COMEX,2024-05-19 00:00:00
656,2024-05-19,Bio-Robotics,Bio-Robotics,5558.51,USD/UNIT,1,1.285,-1.8714,-9.6195,CME,2024-05-19 00:00:00
657,2024-05-19,Precision Components,Precision Components,1991.11,USD/UNIT,1,0.4285,-5.0414,0.1553,ICE,2024-05-19 00:00:00
658,2024-05-26,Thermal Systems,Thermal Systems,2361.88,USD/UNIT,1,-0.3592,1.4871,9.8338,LME,2024-05-26 00:00:00
659,2024-05-26,Hydraulic Systems,Hydraulic Systems,1900.46,USD/UNIT,1,3.9794,-3.5264,-2.7519,CME,2024-05-26 00:00:00
660,2024-05-26,Pneumatic Systems,Pneumatic Systems,1173.9,USD/UNIT,1,-0.6971,-0.7747,-2.5645,COMEX,2024-05-26 00:00:00
661,2024-05-26,Alloys & Metals,Alloys & Metals,3268.04,USD/UNIT,1,1.0151,-1.4074,10.0045,CME,2024-05-26 00:00:00
662,2024-05-26,Polymers & Plastics,Polymers & Plastics,775.39,USD/UNIT,1,2.6392,4.5336,-0.9919,ICE,2024-05-26 00:00:00
663,2024-05-26,Electronic Components,Electronic Components,148.79,USD/UNIT,1,1.7542,-4.4002,-3.4476,CME,2024-05-26 00:00:00
664,2024-05-26,Reagents & Chemicals,Reagents & Chemicals,415.01,USD/UNIT,1,1.9616,-2.4124,-7.3632,ICE,2024-05-26 00:00:00
665,2024-05-26,Bio-Robotics,Bio-Robotics,5365.66,USD/UNIT,1,-0.4908,5.0799,-0.3476,COMEX,2024-05-26 00:00:00
666,2024-05-26,Precision Components,Precision Components,2405.01,USD/UNIT,1,-0.2246,2.3154,-0.5704,ICE,2024-05-26 00:00:00
667,2024-06-02,Thermal Systems,Thermal Systems,2426.92,USD/UNIT,1,-2.8916,2.4605,5.2777,COMEX,2024-06-02 00:00:00
668,2024-06-02,Hydraulic Systems,Hydraulic Systems,1754.1,USD/UNIT,1,-2.902,2.1277,-2.7806,CME,2024-06-02 00:00:00
669,2024-06-02,Pneumatic Systems,Pneumatic Systems,1216.14,USD/UNIT,1,-0.8316,2.6561,1.4613,ICE,2024-06-02 00:00:00
670,2024-06-02,Alloys & Metals,Alloys & Metals,3568.46,USD/UNIT,1,-3.0872,1.5717,0.2693,ICE,2024-06-02 00:00:00
671,2024-06-02,Polymers & Plastics,Polymers & Plastics,836.67,USD/UNIT,1,0.2446,4.9099,-1.1925,ICE,2024-06-02 00:00:00
672,2024-06-02,Electronic Components,Electronic Components,155.26,USD/UNIT,1,1.7905,-3.1032,0.9116,COMEX,2024-06-02 00:00:00
673,2024-06-02,Reagents & Chemicals,Reagents & Chemicals,432.39,USD/UNIT,1,1.1905,1.651,-8.4946,COMEX,2024-06-02 00:00:00
674,2024-06-02,Bio-Robotics,Bio-Robotics,5847.81,USD/UNIT,1,-2.011,-3.9812,-3.9181,CME,2024-06-02 00:00:00
675,2024-06-02,Precision Components,Precision Components,2459.19,USD/UNIT,1,-0.4057,-0.2378,-0.984,ICE,2024-06-02 00:00:00
676,2024-06-09,Thermal Systems,Thermal Systems,2501.22,USD/UNIT,1,0.1397,-8.4698,5.6976,COMEX,2024-06-09 00:00:00
677,2024-06-09,Hydraulic Systems,Hydraulic Systems,1847.06,USD/UNIT,1,0.4443,3.6385,9.5474,CME,2024-06-09 00:00:00
678,2024-06-09,Pneumatic Systems,Pneumatic Systems,1120.84,USD/UNIT,1,-0.0791,1.3881,-1.1104,ICE,2024-06-09 00:00:00
679,2024-06-09,Alloys & Metals,Alloys & Metals,3568.86,USD/UNIT,1,2.4865,-1.886,9.336,ICE,2024-06-09 00:00:00
680,2024-06-09,Polymers & Plastics,Polymers & Plastics,764.07,USD/UNIT,1,2.2226,-2.5268,2.0575,COMEX,2024-06-09 00:00:00
681,2024-06-09,Electronic Components,Electronic Components,160.69,USD/UNIT,1,-0.6134,-3.3054,0.8016,CME,2024-06-09 00:00:00
682,2024-06-09,Reagents & Chemicals,Reagents & Chemicals,468.12,USD/UNIT,1,-0.7261,4.1448,-2.4191,LME,2024-06-09 00:00:00
683,2024-06-09,Bio-Robotics,Bio-Robotics,5230.96,USD/UNIT,1,-1.338,0.8367,-10.3057,CME,2024-06-09 00:00:00
684,2024-06-09,Precision Components,Precision Components,2308.96,USD/UNIT,1,0.0607,1.7696,-1.8222,ICE,2024-06-09 00:00:00
685,2024-06-16,Thermal Systems,Thermal Systems,2812.15,USD/UNIT,1,-0.0156,3.726,0.8268,LME,2024-06-16 00:00:00
686,2024-06-16,Hydraulic Systems,Hydraulic Systems,1923.5,USD/UNIT,1,2.2138,-1.12,-0.04,LME,2024-06-16 00:00:00
687,2024-06-16,Pneumatic Systems,Pneumatic Systems,1172.56,USD/UNIT,1,0.8197,-1.9356,-3.3196,COMEX,2024-06-16 00:00:00
688,2024-06-16,Alloys & Metals,Alloys & Metals,3639.95,USD/UNIT,1,-4.6047,-1.0722,5.7612,COMEX,2024-06-16 00:00:00
689,2024-06-16,Polymers & Plastics,Polymers & Plastics,813.99,USD/UNIT,1,1.7339,-3.0563,-1.7164,LME,2024-06-16 00:00:00
690,2024-06-16,Electronic Components,Electronic Components,146.63,USD/UNIT,1,1.8294,1.1892,0.5023,ICE,2024-06-16 00:00:00
691,2024-06-16,Reagents & Chemicals,Reagents & Chemicals,435.92,USD/UNIT,1,-1.7201,-0.194,7.2606,COMEX,2024-06-16 00:00:00
692,2024-06-16,Bio-Robotics,Bio-Robotics,5112.12,USD/UNIT,1,-1.32,-4.2519,-5.1949,LME,2024-06-16 00:00:00
693,2024-06-16,Precision Components,Precision Components,2106.47,USD/UNIT,1,-0.5169,-0.2427,0.845,COMEX,2024-06-16 00:00:00
694,2024-06-23,Thermal Systems,Thermal Systems,2319.31,USD/UNIT,1,-2.5043,-0.224,3.2437,COMEX,2024-06-23 00:00:00
695,2024-06-23,Hydraulic Systems,Hydraulic Systems,1778.8,USD/UNIT,1,0.1623,-1.3181,10.3796,LME,2024-06-23 00:00:00
696,2024-06-23,Pneumatic Systems,Pneumatic Systems,1193.79,USD/UNIT,1,-2.1165,-1.4558,-0.6211,CME,2024-06-23 00:00:00
697,2024-06-23,Alloys & Metals,Alloys & Metals,3620.4,USD/UNIT,1,1.9828,0.0529,0.4358,LME,2024-06-23 00:00:00
698,2024-06-23,Polymers & Plastics,Polymers & Plastics,863.62,USD/UNIT,1,-0.5942,-4.619,5.7605,LME,2024-06-23 00:00:00
699,2024-06-23,Electronic Components,Electronic Components,149.5,USD/UNIT,1,0.3019,2.4179,-6.2296,COMEX,2024-06-23 00:00:00
700,2024-06-23,Reagents & Chemicals,Reagents & Chemicals,462.68,USD/UNIT,1,-0.7557,-3.0115,-8.9995,LME,2024-06-23 00:00:00
701,2024-06-23,Bio-Robotics,Bio-Robotics,5726.48,USD/UNIT,1,-1.152,0.9386,-0.4971,CME,2024-06-23 00:00:00
702,2024-06-23,Precision Components,Precision Components,2365.69,USD/UNIT,1,1.8438,5.1764,-3.7572,COMEX,2024-06-23 00:00:00
703,2024-06-30,Thermal Systems,Thermal Systems,2354.06,USD/UNIT,1,-1.4578,-0.7237,6.2663,COMEX,2024-06-30 00:00:00
704,2024-06-30,Hydraulic Systems,Hydraulic Systems,1698.11,USD/UNIT,1,0.3632,-5.4352,6.536,CME,2024-06-30 00:00:00
705,2024-06-30,Pneumatic Systems,Pneumatic Systems,1232.61,USD/UNIT,1,-0.1307,2.8597,0.0995,ICE,2024-06-30 00:00:00
706,2024-06-30,Alloys & Metals,Alloys & Metals,3516.65,USD/UNIT,1,-1.1832,4.945,1.0641,CME,2024-06-30 00:00:00
707,2024-06-30,Polymers & Plastics,Polymers & Plastics,740.22,USD/UNIT,1,1.5446,0.4593,3.2043,LME,2024-06-30 00:00:00
708,2024-06-30,Electronic Components,Electronic Components,153.93,USD/UNIT,1,-0.8413,-1.0537,-2.0611,ICE,2024-06-30 00:00:00
709,2024-06-30,Reagents & Chemicals,Reagents & Chemicals,504.87,USD/UNIT,1,1.7079,-3.4132,2.8468,COMEX,2024-06-30 00:00:00
710,2024-06-30,Bio-Robotics,Bio-Robotics,4697.56,USD/UNIT,1,-3.0855,2.2205,4.6661,ICE,2024-06-30 00:00:00
711,2024-06-30,Precision Components,Precision Components,2160.68,USD/UNIT,1,-1.9022,0.6297,8.563,LME,2024-06-30 00:00:00
712,2024-07-07,Thermal Systems,Thermal Systems,2593.99,USD/UNIT,1,-0.798,-1.7591,1.8803,ICE,2024-07-07 00:00:00
713,2024-07-07,Hydraulic Systems,Hydraulic Systems,1854.45,USD/UNIT,1,1.1463,5.5384,2.4287,CME,2024-07-07 00:00:00
714,2024-07-07,Pneumatic Systems,Pneumatic Systems,1291.57,USD/UNIT,1,-1.2248,-0.4694,-3.6254,LME,2024-07-07 00:00:00
715,2024-07-07,Alloys & Metals,Alloys & Metals,3487.22,USD/UNIT,1,-0.1535,-4.9992,-2.6107,CME,2024-07-07 00:00:00
716,2024-07-07,Polymers & Plastics,Polymers & Plastics,823.98,USD/UNIT,1,-0.3108,0.7513,10.604,LME,2024-07-07 00:00:00
717,2024-07-07,Electronic Components,Electronic Components,154.79,USD/UNIT,1,-0.2265,-4.7752,-2.7741,ICE,2024-07-07 00:00:00
718,2024-07-07,Reagents & Chemicals,Reagents & Chemicals,426.46,USD/UNIT,1,-1.0255,-2.0438,3.4186,COMEX,2024-07-07 00:00:00
719,2024-07-07,Bio-Robotics,Bio-Robotics,5479.08,USD/UNIT,1,-0.579,2.9336,-3.3999,ICE,2024-07-07 00:00:00
720,2024-07-07,Precision Components,Precision Components,2179.94,USD/UNIT,1,0.0138,-3.2388,8.2305,LME,2024-07-07 00:00:00
721,2024-07-14,Thermal Systems,Thermal Systems,2624.62,USD/UNIT,1,0.5407,-3.9422,2.8594,COMEX,2024-07-14 00:00:00
722,2024-07-14,Hydraulic Systems,Hydraulic Systems,1728.99,USD/UNIT,1,-1.4359,2.9448,-0.5057,ICE,2024-07-14 00:00:00
723,2024-07-14,Pneumatic Systems,Pneumatic Systems,1220.03,USD/UNIT,1,-1.3152,0.2577,-0.4193,LME,2024-07-14 00:00:00
724,2024-07-14,Alloys & Metals,Alloys & Metals,3267.65,USD/UNIT,1,2.4781,-0.9655,-6.8332,LME,2024-07-14 00:00:00
725,2024-07-14,Polymers & Plastics,Polymers & Plastics,763.23,USD/UNIT,1,2.5719,2.6323,-7.6638,LME,2024-07-14 00:00:00
726,2024-07-14,Electronic Components,Electronic Components,158.29,USD/UNIT,1,1.1455,-4.8675,-6.2069,COMEX,2024-07-14 00:00:00
727,2024-07-14,Reagents & Chemicals,Reagents & Chemicals,438.99,USD/UNIT,1,0.3046,-2.6328,1.8058,COMEX,2024-07-14 00:00:00
728,2024-07-14,Bio-Robotics,Bio-Robotics,5528.67,USD/UNIT,1,-1.3766,7.7763,-3.2682,CME,2024-07-14 00:00:00
729,2024-07-14,Precision Components,Precision Components,2157.68,USD/UNIT,1,-0.5631,-1.23,9.0479,CME,2024-07-14 00:00:00
730,2024-07-21,Thermal Systems,Thermal Systems,2433.9,USD/UNIT,1,2.77,-1.5268,-9.2977,CME,2024-07-21 00:00:00
731,2024-07-21,Hydraulic Systems,Hydraulic Systems,1605.97,USD/UNIT,1,0.8134,-2.6487,-2.4344,CME,2024-07-21 00:00:00
732,2024-07-21,Pneumatic Systems,Pneumatic Systems,1161.94,USD/UNIT,1,1.6154,1.4825,-2.435,CME,2024-07-21 00:00:00
733,2024-07-21,Alloys & Metals,Alloys & Metals,3339.92,USD/UNIT,1,1.7114,1.1165,-2.2358,COMEX,2024-07-21 00:00:00
734,2024-07-21,Polymers & Plastics,Polymers & Plastics,876.9,USD/UNIT,1,0.2224,-0.0718,5.0349,CME,2024-07-21 00:00:00
735,2024-07-21,Electronic Components,Electronic Components,164.09,USD/UNIT,1,0.2093,1.7367,-5.3389,ICE,2024-07-21 00:00:00
736,2024-07-21,Reagents & Chemicals,Reagents & Chemicals,432.5,USD/UNIT,1,1.2937,-3.4865,7.2988,COMEX,2024-07-21 00:00:00
737,2024-07-21,Bio-Robotics,Bio-Robotics,5583.47,USD/UNIT,1,-1.4558,5.4625,5.6415,CME,2024-07-21 00:00:00
738,2024-07-21,Precision Components,Precision Components,2277.62,USD/UNIT,1,-0.5269,1.166,-8.1849,COMEX,2024-07-21 00:00:00
739,2024-07-28,Thermal Systems,Thermal Systems,2558.55,USD/UNIT,1,-1.6552,2.283,0.0195,LME,2024-07-28 00:00:00
740,2024-07-28,Hydraulic Systems,Hydraulic Systems,1887.31,USD/UNIT,1,1.943,5.9902,2.1652,ICE,2024-07-28 00:00:00
