DOCUMENT_ID,SUPPLIER_ID,DOCUMENT_TYPE,DOCUMENT_TITLE,DOCUMENT_CONTENT,DOCUMENT_SUMMARY,EFFECTIVE_DATE,EXPIRATION_DATE,DOCUMENT_STATUS,FILE_PATH,FILE_SIZE_BYTES,CREATED_BY_USER,CREATED_TIMESTAMP,UPDATED_BY_USER,UPDATED_TIMESTAMP
327,158,AUDIT,Quality Audit Report - Atlantic Electronic AG,"SUPPLIER QUALITY AUDIT REPORT

Supplier: Atlantic Electronic AG
Audit Date: 2023-07-19
Audit Type: For-Cause
Auditor: Auditor-13

EXECUTIVE SUMMARY:
Overall Rating: C
Previous Rating: B

FINDINGS:

1. Quality Management System
   - ISO 9001 Certification: Pending
   - Document Control: Good
   - Corrective Action Process: Excellent

2. Manufacturing Process
   - Process Capability: Cpk: 1.28
   - Equipment Calibration: Current
   - Statistical Process Control: Full

3. Supply Chain
   - Sub-supplier Management: Excellent
   - Traceability: Full
   - Inventory Management: Excellent

4. Environmental & Safety
   - Environmental Compliance: Compliant
   - Safety Record: 4 incidents in past year
   - Waste Management: Needs Improvement

CORRECTIVE ACTIONS REQUIRED:
- Item 1: None required

NEXT AUDIT SCHEDULED: 2024-07-18","Quality audit findings for Atlantic Electronic AG covering QMS, manufacturing, and compliance.",2023-07-19,2024-12-01,ACTIVE,/documents/audit/158/327.pdf,309051,SYSTEM,2023-07-19 00:00:00,SYSTEM,2023-07-19 00:00:00
328,159,CONTRACT,Master Supply Agreement - Allied Pneumatic Engineering,"MASTER SUPPLY AGREEMENT

This Agreement is entered into between Snowcore Industries (""Buyer"") and Allied Pneumatic Engineering (""Supplier"").

1. TERM: This agreement shall be effective for a period of 4 years from 2023-09-29.

2. PRICING: 
   - Base unit price: $4803.14 per unit
   - Annual price adjustment: Maximum 4% based on commodity index
   - Volume discounts: 7% for orders exceeding 2911 units

3. PAYMENT TERMS: Net 30 days from invoice date

4. DELIVERY: 
   - Lead time: 30 days from PO receipt
   - Delivery terms: EXW
   - On-time delivery target: 97%

5. QUALITY:
   - Acceptance rate target: 96%
   - Inspection requirements: Both
   - Warranty period: 25 months

6. INDEMNIFICATION:
   Supplier shall indemnify Buyer against all claims arising from:
   - Product defects
   - Intellectual property infringement
   - Regulatory non-compliance
   - Environmental violations

7. FORCE MAJEURE:
   Neither party shall be liable for delays caused by events beyond reasonable control,
   including but not limited to: natural disasters, war, pandemic, government actions.

8. TERMINATION:
   Either party may terminate with 47 days written notice.
   Immediate termination permitted for material breach.

Signed: _______________ Date: _______________","Supply agreement with Allied Pneumatic Engineering covering pricing, delivery, quality, and indemnification terms.",2023-09-29,2025-12-26,ACTIVE,/documents/contract/159/328.pdf,397186,SYSTEM,2023-09-29 00:00:00,SYSTEM,2023-09-29 00:00:00
329,159,AUDIT,Quality Audit Report - Allied Pneumatic Engineering,"SUPPLIER QUALITY AUDIT REPORT

Supplier: Allied Pneumatic Engineering
Audit Date: 2023-01-29
Audit Type: For-Cause
Auditor: Auditor-32

EXECUTIVE SUMMARY:
Overall Rating: B
Previous Rating: A

FINDINGS:

1. Quality Management System
   - ISO 9001 Certification: Expired
   - Document Control: Good
   - Corrective Action Process: Good

2. Manufacturing Process
   - Process Capability: Cpk: 1.92
   - Equipment Calibration: Current
   - Statistical Process Control: None

3. Supply Chain
   - Sub-supplier Management: Needs Improvement
   - Traceability: Full
   - Inventory Management: Excellent

4. Environmental & Safety
   - Environmental Compliance: Minor Issues
   - Safety Record: 1 incidents in past year
   - Waste Management: Adequate

CORRECTIVE ACTIONS REQUIRED:
- Item 1: Close CAR-001

NEXT AUDIT SCHEDULED: 2024-01-29","Quality audit findings for Allied Pneumatic Engineering covering QMS, manufacturing, and compliance.",2023-01-29,2024-11-27,ACTIVE,/documents/audit/159/329.pdf,161826,SYSTEM,2023-01-29 00:00:00,SYSTEM,2023-01-29 00:00:00
330,160,AUDIT,Quality Audit Report - Allied Hydraulic Industries,"SUPPLIER QUALITY AUDIT REPORT

Supplier: Allied Hydraulic Industries
Audit Date: 2023-10-05
Audit Type: Annual
Auditor: Auditor-13

EXECUTIVE SUMMARY:
Overall Rating: D
Previous Rating: A

FINDINGS:

1. Quality Management System
   - ISO 9001 Certification: Pending
   - Document Control: Good
   - Corrective Action Process: Good

2. Manufacturing Process
   - Process Capability: Cpk: 1.82
   - Equipment Calibration: Current
   - Statistical Process Control: Partial

3. Supply Chain
   - Sub-supplier Management: Excellent
   - Traceability: Limited
   - Inventory Management: Needs Improvement

4. Environmental & Safety
   - Environmental Compliance: Compliant
   - Safety Record: 0 incidents in past year
   - Waste Management: Adequate

CORRECTIVE ACTIONS REQUIRED:
- Item 1: Close CAR-001

NEXT AUDIT SCHEDULED: 2024-10-04","Quality audit findings for Allied Hydraulic Industries covering QMS, manufacturing, and compliance.",2023-10-05,2025-06-21,ACTIVE,/documents/audit/160/330.pdf,398310,SYSTEM,2023-10-05 00:00:00,SYSTEM,2023-10-05 00:00:00
331,160,REGULATORY,Regulatory Compliance Certificate - Allied Hydraulic Industries,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-931632
Issued To: Allied Hydraulic Industries
Effective Date: 2023-02-16
Expiration Date: 2024-12-07

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Pending
- ISO 14001:2015 Environmental Management: N/A
- ISO 13485:2016 Medical Devices: N/A
- FDA Registration Number: FDA-6636532
- CE Marking: Pending

COMPLIANCE STATUS:
- GMP Compliance: Compliant
- REACH Compliance: Compliant
- RoHS Compliance: N/A
- Conflict Minerals: N/A

RECENT INSPECTIONS:
Last FDA Inspection: 2022-04-17
Inspection Result: No Observations
Form 483 Observations: 1

WARNING LETTERS:
No warning letters on file

This certificate confirms that Allied Hydraulic Industries maintains compliance with 
applicable regulatory requirements for the supply of precision components.","Regulatory compliance status for Allied Hydraulic Industries including FDA, ISO, and GMP certifications.",2023-02-16,2024-12-07,ACTIVE,/documents/regulatory/160/331.pdf,411646,SYSTEM,2023-02-16 00:00:00,SYSTEM,2023-02-16 00:00:00
332,161,COMPLIANCE,Regulatory Compliance Certificate - Dynamic Metals Systems,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-643985
Issued To: Dynamic Metals Systems
Effective Date: 2023-02-23
Expiration Date: 2025-03-05

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Certified
- ISO 14001:2015 Environmental Management: N/A
- ISO 13485:2016 Medical Devices: Certified
- FDA Registration Number: FDA-4857782
- CE Marking: N/A

COMPLIANCE STATUS:
- GMP Compliance: Conditional
- REACH Compliance: Compliant
- RoHS Compliance: Exempt
- Conflict Minerals: In Progress

RECENT INSPECTIONS:
Last FDA Inspection: 2023-01-14
Inspection Result: OAI
Form 483 Observations: 3

WARNING LETTERS:
No warning letters on file

This certificate confirms that Dynamic Metals Systems maintains compliance with 
applicable regulatory requirements for the supply of medical devices.","Regulatory compliance status for Dynamic Metals Systems including FDA, ISO, and GMP certifications.",2023-02-23,2025-03-05,ACTIVE,/documents/compliance/161/332.pdf,203530,SYSTEM,2023-02-23 00:00:00,SYSTEM,2023-02-23 00:00:00
333,162,AUDIT,Quality Audit Report - Dynamic Hydraulic Solutions,"SUPPLIER QUALITY AUDIT REPORT

Supplier: Dynamic Hydraulic Solutions
Audit Date: 2023-06-14
Audit Type: For-Cause
Auditor: Auditor-30

EXECUTIVE SUMMARY:
Overall Rating: A
Previous Rating: C

FINDINGS:

1. Quality Management System
   - ISO 9001 Certification: Expired
   - Document Control: Good
   - Corrective Action Process: Good

2. Manufacturing Process
   - Process Capability: Cpk: 1.14
   - Equipment Calibration: Past Due
   - Statistical Process Control: Partial

3. Supply Chain
   - Sub-supplier Management: Needs Improvement
   - Traceability: Full
   - Inventory Management: Needs Improvement

4. Environmental & Safety
   - Environmental Compliance: Compliant
   - Safety Record: 0 incidents in past year
   - Waste Management: Excellent

CORRECTIVE ACTIONS REQUIRED:
- Item 1: Close CAR-001

NEXT AUDIT SCHEDULED: 2024-06-13","Quality audit findings for Dynamic Hydraulic Solutions covering QMS, manufacturing, and compliance.",2023-06-14,2025-03-15,ACTIVE,/documents/audit/162/333.pdf,364001,SYSTEM,2023-06-14 00:00:00,SYSTEM,2023-06-14 00:00:00
334,162,AUDIT,Quality Audit Report - Dynamic Hydraulic Solutions,"SUPPLIER QUALITY AUDIT REPORT

Supplier: Dynamic Hydraulic Solutions
Audit Date: 2023-05-16
Audit Type: Surveillance
Auditor: Auditor-3

EXECUTIVE SUMMARY:
Overall Rating: C
Previous Rating: A

FINDINGS:

1. Quality Management System
   - ISO 9001 Certification: Expired
   - Document Control: Needs Improvement
   - Corrective Action Process: Excellent

2. Manufacturing Process
   - Process Capability: Cpk: 1.76
   - Equipment Calibration: Current
   - Statistical Process Control: Partial

3. Supply Chain
   - Sub-supplier Management: Excellent
   - Traceability: Full
   - Inventory Management: Excellent

4. Environmental & Safety
   - Environmental Compliance: Non-Compliant
   - Safety Record: 5 incidents in past year
   - Waste Management: Needs Improvement

CORRECTIVE ACTIONS REQUIRED:
- Item 1: Close CAR-001

NEXT AUDIT SCHEDULED: 2024-05-15","Quality audit findings for Dynamic Hydraulic Solutions covering QMS, manufacturing, and compliance.",2023-05-16,2024-06-17,ACTIVE,/documents/audit/162/334.pdf,452751,SYSTEM,2023-05-16 00:00:00,SYSTEM,2023-05-16 00:00:00
335,163,CONTRACT,Master Supply Agreement - Premier Electronic AG,"MASTER SUPPLY AGREEMENT

This Agreement is entered into between Snowcore Industries (""Buyer"") and Premier Electronic AG (""Supplier"").

1. TERM: This agreement shall be effective for a period of 2 years from 2023-09-13.

2. PRICING: 
   - Base unit price: $5546.77 per unit
   - Annual price adjustment: Maximum 3% based on commodity index
   - Volume discounts: 3% for orders exceeding 5633 units

3. PAYMENT TERMS: Net 45 days from invoice date

4. DELIVERY: 
   - Lead time: 29 days from PO receipt
   - Delivery terms: EXW
   - On-time delivery target: 98%

5. QUALITY:
   - Acceptance rate target: 98%
   - Inspection requirements: Source
   - Warranty period: 20 months

6. INDEMNIFICATION:
   Supplier shall indemnify Buyer against all claims arising from:
   - Product defects
   - Intellectual property infringement
   - Regulatory non-compliance
   - Environmental violations

7. FORCE MAJEURE:
   Neither party shall be liable for delays caused by events beyond reasonable control,
   including but not limited to: natural disasters, war, pandemic, government actions.

8. TERMINATION:
   Either party may terminate with 43 days written notice.
   Immediate termination permitted for material breach.

Signed: _______________ Date: _______________","Supply agreement with Premier Electronic AG covering pricing, delivery, quality, and indemnification terms.",2023-09-13,2024-11-21,ACTIVE,/documents/contract/163/335.pdf,261797,SYSTEM,2023-09-13 00:00:00,SYSTEM,2023-09-13 00:00:00
336,163,REGULATORY,Regulatory Compliance Certificate - Premier Electronic AG,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-437574
Issued To: Premier Electronic AG
Effective Date: 2023-04-19
Expiration Date: 2024-09-08

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Pending
- ISO 14001:2015 Environmental Management: Certified
- ISO 13485:2016 Medical Devices: Certified
- FDA Registration Number: N/A
- CE Marking: Certified

COMPLIANCE STATUS:
- GMP Compliance: Conditional
- REACH Compliance: N/A
- RoHS Compliance: Compliant
- Conflict Minerals: In Progress

RECENT INSPECTIONS:
Last FDA Inspection: 2023-02-11
Inspection Result: OAI
Form 483 Observations: 4

WARNING LETTERS:
No warning letters on file

This certificate confirms that Premier Electronic AG maintains compliance with 
applicable regulatory requirements for the supply of reagents.","Regulatory compliance status for Premier Electronic AG including FDA, ISO, and GMP certifications.",2023-04-19,2024-09-08,ACTIVE,/documents/regulatory/163/336.pdf,397391,SYSTEM,2023-04-19 00:00:00,SYSTEM,2023-04-19 00:00:00
337,163,COMPLIANCE,Regulatory Compliance Certificate - Premier Electronic AG,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-334493
Issued To: Premier Electronic AG
Effective Date: 2023-01-10
Expiration Date: 2024-05-26

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Certified
- ISO 14001:2015 Environmental Management: N/A
- ISO 13485:2016 Medical Devices: N/A
- FDA Registration Number: N/A
- CE Marking: Certified

COMPLIANCE STATUS:
- GMP Compliance: Conditional
- REACH Compliance: Pending
- RoHS Compliance: Exempt
- Conflict Minerals: Compliant

RECENT INSPECTIONS:
Last FDA Inspection: 2022-06-20
Inspection Result: NAI
Form 483 Observations: 4

WARNING LETTERS:
No warning letters on file

This certificate confirms that Premier Electronic AG maintains compliance with 
applicable regulatory requirements for the supply of medical devices.","Regulatory compliance status for Premier Electronic AG including FDA, ISO, and GMP certifications.",2023-01-10,2024-05-26,ACTIVE,/documents/compliance/163/337.pdf,96149,SYSTEM,2023-01-10 00:00:00,SYSTEM,2023-01-10 00:00:00
338,164,CONTRACT,Master Supply Agreement - Prime Chemical Systems,"MASTER SUPPLY AGREEMENT

This Agreement is entered into between Snowcore Industries (""Buyer"") and Prime Chemical Systems (""Supplier"").

1. TERM: This agreement shall be effective for a period of 2 years from 2023-06-14.

2. PRICING: 
   - Base unit price: $6850.9 per unit
   - Annual price adjustment: Maximum 5% based on commodity index
   - Volume discounts: 6% for orders exceeding 1241 units

3. PAYMENT TERMS: Net 30 days from invoice date

4. DELIVERY: 
   - Lead time: 37 days from PO receipt
   - Delivery terms: CIF
   - On-time delivery target: 97%

5. QUALITY:
   - Acceptance rate target: 97%
   - Inspection requirements: Receiving
   - Warranty period: 22 months

6. INDEMNIFICATION:
   Supplier shall indemnify Buyer against all claims arising from:
   - Product defects
   - Intellectual property infringement
   - Regulatory non-compliance
   - Environmental violations

7. FORCE MAJEURE:
   Neither party shall be liable for delays caused by events beyond reasonable control,
   including but not limited to: natural disasters, war, pandemic, government actions.

8. TERMINATION:
   Either party may terminate with 36 days written notice.
   Immediate termination permitted for material breach.

Signed: _______________ Date: _______________","Supply agreement with Prime Chemical Systems covering pricing, delivery, quality, and indemnification terms.",2023-06-14,2025-11-20,ACTIVE,/documents/contract/164/338.pdf,376525,SYSTEM,2023-06-14 00:00:00,SYSTEM,2023-06-14 00:00:00
339,164,CONTRACT,Master Supply Agreement - Prime Chemical Systems,"MASTER SUPPLY AGREEMENT

This Agreement is entered into between Snowcore Industries (""Buyer"") and Prime Chemical Systems (""Supplier"").

1. TERM: This agreement shall be effective for a period of 2 years from 2023-05-13.

2. PRICING: 
   - Base unit price: $9880.47 per unit
   - Annual price adjustment: Maximum 4% based on commodity index
   - Volume discounts: 4% for orders exceeding 4333 units

3. PAYMENT TERMS: Net 60 days from invoice date

4. DELIVERY: 
   - Lead time: 29 days from PO receipt
   - Delivery terms: CIF
   - On-time delivery target: 91%

5. QUALITY:
   - Acceptance rate target: 97%
   - Inspection requirements: Both
   - Warranty period: 12 months

6. INDEMNIFICATION:
   Supplier shall indemnify Buyer against all claims arising from:
   - Product defects
   - Intellectual property infringement
   - Regulatory non-compliance
   - Environmental violations

7. FORCE MAJEURE:
   Neither party shall be liable for delays caused by events beyond reasonable control,
   including but not limited to: natural disasters, war, pandemic, government actions.

8. TERMINATION:
   Either party may terminate with 72 days written notice.
   Immediate termination permitted for material breach.

Signed: _______________ Date: _______________","Supply agreement with Prime Chemical Systems covering pricing, delivery, quality, and indemnification terms.",2023-05-13,2025-04-11,ACTIVE,/documents/contract/164/339.pdf,219421,SYSTEM,2023-05-13 00:00:00,SYSTEM,2023-05-13 00:00:00
340,165,AUDIT,Quality Audit Report - Advanced Electronic AG,"SUPPLIER QUALITY AUDIT REPORT

Supplier: Advanced Electronic AG
Audit Date: 2023-08-08
Audit Type: Annual
Auditor: Auditor-26

EXECUTIVE SUMMARY:
Overall Rating: C
Previous Rating: B

FINDINGS:

1. Quality Management System
   - ISO 9001 Certification: Certified
   - Document Control: Excellent
   - Corrective Action Process: Needs Improvement

2. Manufacturing Process
   - Process Capability: Cpk: 1.10
   - Equipment Calibration: Past Due
   - Statistical Process Control: Full

3. Supply Chain
   - Sub-supplier Management: Good
   - Traceability: Full
   - Inventory Management: Good

4. Environmental & Safety
   - Environmental Compliance: Compliant
   - Safety Record: 1 incidents in past year
   - Waste Management: Adequate

CORRECTIVE ACTIONS REQUIRED:
- Item 1: None required

NEXT AUDIT SCHEDULED: 2024-08-07","Quality audit findings for Advanced Electronic AG covering QMS, manufacturing, and compliance.",2023-08-08,2025-11-04,ACTIVE,/documents/audit/165/340.pdf,124180,SYSTEM,2023-08-08 00:00:00,SYSTEM,2023-08-08 00:00:00
341,166,COMPLIANCE,Regulatory Compliance Certificate - Premier Electronic Manufacturing,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-725141
Issued To: Premier Electronic Manufacturing
Effective Date: 2023-08-17
Expiration Date: 2024-08-17

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Certified
- ISO 14001:2015 Environmental Management: Pending
- ISO 13485:2016 Medical Devices: Pending
- FDA Registration Number: FDA-8475726
- CE Marking: Pending

COMPLIANCE STATUS:
- GMP Compliance: Compliant
- REACH Compliance: Pending
- RoHS Compliance: Compliant
- Conflict Minerals: N/A

RECENT INSPECTIONS:
Last FDA Inspection: 2023-02-02
Inspection Result: VAI
Form 483 Observations: 2

WARNING LETTERS:
No warning letters on file

This certificate confirms that Premier Electronic Manufacturing maintains compliance with 
applicable regulatory requirements for the supply of precision components.","Regulatory compliance status for Premier Electronic Manufacturing including FDA, ISO, and GMP certifications.",2023-08-17,2024-08-17,ACTIVE,/documents/compliance/166/341.pdf,222470,SYSTEM,2023-08-17 00:00:00,SYSTEM,2023-08-17 00:00:00
342,167,AUDIT,Quality Audit Report - Nordic Bio Components,"SUPPLIER QUALITY AUDIT REPORT

Supplier: Nordic Bio Components
Audit Date: 2023-05-09
Audit Type: Surveillance
Auditor: Auditor-38

EXECUTIVE SUMMARY:
Overall Rating: D
Previous Rating: B

FINDINGS:

1. Quality Management System
   - ISO 9001 Certification: Certified
   - Document Control: Excellent
   - Corrective Action Process: Needs Improvement

2. Manufacturing Process
   - Process Capability: Cpk: 1.41
   - Equipment Calibration: Past Due
   - Statistical Process Control: None

3. Supply Chain
   - Sub-supplier Management: Needs Improvement
   - Traceability: Limited
   - Inventory Management: Needs Improvement

4. Environmental & Safety
   - Environmental Compliance: Minor Issues
   - Safety Record: 1 incidents in past year
   - Waste Management: Excellent

CORRECTIVE ACTIONS REQUIRED:
- Item 1: Close CAR-001

NEXT AUDIT SCHEDULED: 2024-05-08","Quality audit findings for Nordic Bio Components covering QMS, manufacturing, and compliance.",2023-05-09,2024-12-23,ACTIVE,/documents/audit/167/342.pdf,297697,SYSTEM,2023-05-09 00:00:00,SYSTEM,2023-05-09 00:00:00
343,167,REGULATORY,Regulatory Compliance Certificate - Nordic Bio Components,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-537453
Issued To: Nordic Bio Components
Effective Date: 2023-08-05
Expiration Date: 2025-04-11

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Certified
- ISO 14001:2015 Environmental Management: Pending
- ISO 13485:2016 Medical Devices: N/A
- FDA Registration Number: N/A
- CE Marking: N/A

COMPLIANCE STATUS:
- GMP Compliance: Compliant
- REACH Compliance: N/A
- RoHS Compliance: Compliant
- Conflict Minerals: N/A

RECENT INSPECTIONS:
Last FDA Inspection: 2023-02-25
Inspection Result: OAI
Form 483 Observations: 2

WARNING LETTERS:
No warning letters on file

This certificate confirms that Nordic Bio Components maintains compliance with 
applicable regulatory requirements for the supply of precision components.","Regulatory compliance status for Nordic Bio Components including FDA, ISO, and GMP certifications.",2023-08-05,2025-04-11,ACTIVE,/documents/regulatory/167/343.pdf,281379,SYSTEM,2023-08-05 00:00:00,SYSTEM,2023-08-05 00:00:00
344,167,REGULATORY,Regulatory Compliance Certificate - Nordic Bio Components,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-524052
Issued To: Nordic Bio Components
Effective Date: 2023-12-14
Expiration Date: 2026-05-15

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: N/A
- ISO 14001:2015 Environmental Management: N/A
- ISO 13485:2016 Medical Devices: Certified
- FDA Registration Number: N/A
- CE Marking: Certified

COMPLIANCE STATUS:
- GMP Compliance: Conditional
- REACH Compliance: Pending
- RoHS Compliance: N/A
- Conflict Minerals: N/A

RECENT INSPECTIONS:
Last FDA Inspection: 2023-04-03
Inspection Result: VAI
Form 483 Observations: 5

WARNING LETTERS:
No warning letters on file

This certificate confirms that Nordic Bio Components maintains compliance with 
applicable regulatory requirements for the supply of medical devices.","Regulatory compliance status for Nordic Bio Components including FDA, ISO, and GMP certifications.",2023-12-14,2026-05-15,ACTIVE,/documents/regulatory/167/344.pdf,250659,SYSTEM,2023-12-14 00:00:00,SYSTEM,2023-12-14 00:00:00
345,168,REGULATORY,Regulatory Compliance Certificate - Global Pneumatic AG,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-289804
Issued To: Global Pneumatic AG
Effective Date: 2023-07-26
Expiration Date: 2026-02-15

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Certified
- ISO 14001:2015 Environmental Management: Certified
- ISO 13485:2016 Medical Devices: Pending
- FDA Registration Number: N/A
- CE Marking: Certified

COMPLIANCE STATUS:
- GMP Compliance: Non-Compliant
- REACH Compliance: N/A
- RoHS Compliance: Exempt
- Conflict Minerals: In Progress

RECENT INSPECTIONS:
Last FDA Inspection: 2023-04-22
Inspection Result: No Observations
Form 483 Observations: 2

WARNING LETTERS:
Warning letter dated 2023-01-27 regarding contamination controls

This certificate confirms that Global Pneumatic AG maintains compliance with 
applicable regulatory requirements for the supply of precision components.","Regulatory compliance status for Global Pneumatic AG including FDA, ISO, and GMP certifications.",2023-07-26,2026-02-15,ACTIVE,/documents/regulatory/168/345.pdf,437386,SYSTEM,2023-07-26 00:00:00,SYSTEM,2023-07-26 00:00:00
346,169,AUDIT,Quality Audit Report - Pacific Metals Inc,"SUPPLIER QUALITY AUDIT REPORT

Supplier: Pacific Metals Inc
Audit Date: 2023-07-04
Audit Type: Annual
Auditor: Auditor-29

EXECUTIVE SUMMARY:
Overall Rating: D
Previous Rating: A

FINDINGS:

1. Quality Management System
   - ISO 9001 Certification: Expired
   - Document Control: Good
   - Corrective Action Process: Excellent

2. Manufacturing Process
   - Process Capability: Cpk: 1.51
   - Equipment Calibration: Past Due
   - Statistical Process Control: Full

3. Supply Chain
   - Sub-supplier Management: Good
   - Traceability: Limited
   - Inventory Management: Good

4. Environmental & Safety
   - Environmental Compliance: Minor Issues
   - Safety Record: 1 incidents in past year
   - Waste Management: Excellent

CORRECTIVE ACTIONS REQUIRED:
- Item 1: Close CAR-001

NEXT AUDIT SCHEDULED: 2024-07-03","Quality audit findings for Pacific Metals Inc covering QMS, manufacturing, and compliance.",2023-07-04,2025-05-17,ACTIVE,/documents/audit/169/346.pdf,57695,SYSTEM,2023-07-04 00:00:00,SYSTEM,2023-07-04 00:00:00
347,169,CONTRACT,Master Supply Agreement - Pacific Metals Inc,"MASTER SUPPLY AGREEMENT

This Agreement is entered into between Snowcore Industries (""Buyer"") and Pacific Metals Inc (""Supplier"").

1. TERM: This agreement shall be effective for a period of 1 years from 2023-05-09.

2. PRICING: 
   - Base unit price: $3441.26 per unit
   - Annual price adjustment: Maximum 8% based on commodity index
   - Volume discounts: 7% for orders exceeding 4093 units

3. PAYMENT TERMS: Net 45 days from invoice date

4. DELIVERY: 
   - Lead time: 29 days from PO receipt
   - Delivery terms: EXW
   - On-time delivery target: 95%

5. QUALITY:
   - Acceptance rate target: 96%
   - Inspection requirements: Receiving
   - Warranty period: 27 months

6. INDEMNIFICATION:
   Supplier shall indemnify Buyer against all claims arising from:
   - Product defects
   - Intellectual property infringement
   - Regulatory non-compliance
   - Environmental violations

7. FORCE MAJEURE:
   Neither party shall be liable for delays caused by events beyond reasonable control,
   including but not limited to: natural disasters, war, pandemic, government actions.

8. TERMINATION:
   Either party may terminate with 54 days written notice.
   Immediate termination permitted for material breach.

Signed: _______________ Date: _______________","Supply agreement with Pacific Metals Inc covering pricing, delivery, quality, and indemnification terms.",2023-05-09,2026-01-21,ACTIVE,/documents/contract/169/347.pdf,484085,SYSTEM,2023-05-09 00:00:00,SYSTEM,2023-05-09 00:00:00
348,169,COMPLIANCE,Regulatory Compliance Certificate - Pacific Metals Inc,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-289318
Issued To: Pacific Metals Inc
Effective Date: 2023-09-13
Expiration Date: 2024-09-30

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Pending
- ISO 14001:2015 Environmental Management: N/A
- ISO 13485:2016 Medical Devices: Pending
- FDA Registration Number: N/A
- CE Marking: Certified

COMPLIANCE STATUS:
- GMP Compliance: Compliant
- REACH Compliance: Pending
- RoHS Compliance: N/A
- Conflict Minerals: N/A

RECENT INSPECTIONS:
Last FDA Inspection: 2023-01-20
Inspection Result: NAI
Form 483 Observations: 1

WARNING LETTERS:
Warning letter dated 2023-03-17 regarding contamination controls

This certificate confirms that Pacific Metals Inc maintains compliance with 
applicable regulatory requirements for the supply of reagents.","Regulatory compliance status for Pacific Metals Inc including FDA, ISO, and GMP certifications.",2023-09-13,2024-09-30,ACTIVE,/documents/compliance/169/348.pdf,50339,SYSTEM,2023-09-13 00:00:00,SYSTEM,2023-09-13 00:00:00
349,170,CONTRACT,Master Supply Agreement - Apex Hydraulic Partners,"MASTER SUPPLY AGREEMENT

This Agreement is entered into between Snowcore Industries (""Buyer"") and Apex Hydraulic Partners (""Supplier"").

1. TERM: This agreement shall be effective for a period of 1 years from 2023-10-28.

2. PRICING: 
   - Base unit price: $6570.17 per unit
   - Annual price adjustment: Maximum 8% based on commodity index
   - Volume discounts: 14% for orders exceeding 6023 units

3. PAYMENT TERMS: Net 45 days from invoice date

4. DELIVERY: 
   - Lead time: 59 days from PO receipt
   - Delivery terms: EXW
   - On-time delivery target: 91%

5. QUALITY:
   - Acceptance rate target: 96%
   - Inspection requirements: Both
   - Warranty period: 30 months

6. INDEMNIFICATION:
   Supplier shall indemnify Buyer against all claims arising from:
   - Product defects
   - Intellectual property infringement
   - Regulatory non-compliance
   - Environmental violations

7. FORCE MAJEURE:
   Neither party shall be liable for delays caused by events beyond reasonable control,
   including but not limited to: natural disasters, war, pandemic, government actions.

8. TERMINATION:
   Either party may terminate with 62 days written notice.
   Immediate termination permitted for material breach.

Signed: _______________ Date: _______________","Supply agreement with Apex Hydraulic Partners covering pricing, delivery, quality, and indemnification terms.",2023-10-28,2025-07-26,ACTIVE,/documents/contract/170/349.pdf,64066,SYSTEM,2023-10-28 00:00:00,SYSTEM,2023-10-28 00:00:00
